FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
459302,0,0,0,0,337,35.00
459363,3861504,26,974,1000,0,35.00
459425,3861504,26,974,999,1,38.00
459482,916480,1,255,999,1,9.00
459566,7941120,30,1970,0,0,10.00
459649,7941120,30,1970,0,0,7.00
459732,6388736,29,1591,273,107,45.00
459786,-128000,0,0,2000,0,54.00
459831,-128000,0,0,1999,0,53.00
459878,-128000,0,0,2000,0,10.00
459962,7941120,30,1970,0,0,9.00
460046,7941120,30,1970,0,0,9.00
460129,7695360,8,1910,0,82,41.00
460194,3951616,4,996,1000,0,45.00
460259,3951616,4,996,1000,0,46.00
460322,3951616,4,996,1000,0,10.00
460406,8031232,8,1992,0,0,8.00
460489,8031232,8,1992,0,0,9.00
460572,6200320,7,1545,338,110,38.61
460626,3857408,27,973,1000,0,40.00
460679,3857408,27,973,1000,0,38.00
460736,3857408,27,973,1000,0,36.00
460805,3951616,4,996,1000,0,45.00
460868,3951616,4,996,1000,0,44.00
460933,3951616,4,996,1000,0,10.00
461018,7957504,26,1974,0,0,10.00
461101,7957504,26,1974,0,0,9.00
461186,7527424,26,1869,28,77,42.00
461251,3951616,4,996,1000,0,43.00
461315,3951616,4,996,1000,0,46.00
461379,3951616,4,0,999,1000,10.00
461463,8031232,8,1992,0,0,9.00
461547,8031232,8,1992,0,0,10.00
461631,7846912,29,1947,0,1000,9.00
461715,7937024,31,1969,0,0,9.00
461798,7937024,31,1969,0,0,9.00
461882,7207936,8,1791,94,107,42.00
461948,3951616,4,996,1000,0,46.00
462012,3951616,4,996,1000,0,45.00
462076,2763776,3,706,1198,93,49.00
462129,-128000,0,0,2000,0,53.00
462175,-128000,0,0,1999,1,50.00
462225,-128000,0,0,2000,0,32.00
462293,3861504,26,974,1000,0,39.00
462348,3861504,26,974,1000,0,40.00
