FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
503904,-9728,0,0,0,152,5.00
503935,11973120,30,2970,0,0,5.00
503966,11592192,33,2877,0,90,6.00
503998,11956736,34,2966,0,0,5.00
504029,-118272,7,214,10,2769,5.00
504061,11973120,30,2970,0,0,5.00
504092,8135168,26,2033,0,941,31.00
504116,3883520,5,995,1999,1,32.00
504140,-44544,1,36,2000,963,7.00
504171,11973120,30,2970,0,0,6.00
504203,11944448,33,2963,0,4,17.00
504230,7959040,10,1990,1000,0,21.00
504256,5030400,5,1275,1000,720,17.00
504283,7959040,10,1990,1000,0,21.00
504309,7967232,8,1992,1000,1001,17.00
504336,7967232,8,1992,1000,0,19.00
504363,4112896,5,1051,1000,944,7.00
504394,11973120,30,2970,0,0,7.00
504425,11588096,27,2876,0,97,21.00
504451,7877120,30,1970,1000,0,21.00
504477,6730240,30,1690,1096,184,20.00
504505,7877120,30,1970,1000,0,24.00
504533,7877120,30,1970,1000,0,6.00
504564,11973120,30,2970,0,0,6.00
504596,11973120,30,2970,0,0,18.00
504625,7967232,8,1992,1000,0,19.00
504653,7967232,8,1992,1000,900,9.00
504684,11956736,34,2966,0,0,5.00
504715,11899392,34,2952,0,14,6.00
504746,11964928,32,2968,0,0,5.00
504778,10654208,28,2648,0,324,15.00
504806,7877120,30,1970,1000,0,22.00
504832,7877120,30,1970,1000,0,23.00
504858,7963136,9,1991,1000,0,20.00
504883,7037440,8,1730,1098,164,23.00
504911,7873024,31,1969,1000,0,21.00
504940,7873024,31,1969,1000,0,26.00
504964,3797504,26,974,2000,0,34.00
504986,3797504,26,974,2000,0,25.00
505014,7877120,30,1970,1000,0,23.00
505042,7877120,30,1970,1000,0,7.00
505073,11956736,34,2966,0,0,5.00
505104,11956736,34,2966,0,0,30.00
505128,3797504,26,974,2000,0,35.00
505150,3797504,26,974,2000,0,7.00
