FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
212114,-64,0,0,0,1,29.00
212170,-64000,0,0,1000,0,4.00
212232,3925504,26,974,0,0,5.00
212295,4015616,4,996,0,0,4.00
212357,4015616,4,996,0,0,4.00
212419,3925504,26,974,0,0,24.00
212475,-64000,0,0,1000,0,5.00
212537,4015616,4,996,0,0,4.00
212599,4015616,4,996,0,0,4.00
212662,3925504,26,974,0,0,5.00
212724,3925504,26,974,0,0,4.00
212787,4015616,4,996,0,0,4.00
212848,4015616,4,996,0,0,3.00
212911,4015616,4,996,0,0,4.00
212974,4015616,4,996,0,0,4.00
213036,4015616,4,996,0,0,4.00
213099,4015616,4,996,0,0,3.96
213162,4015616,4,996,0,0,4.00
213224,4015616,4,996,0,0,5.00
213287,4015616,4,996,0,0,25.00
213342,-64000,0,0,1000,0,4.00
213404,3925504,26,974,0,0,4.00
213466,4015616,4,996,0,0,5.00
213528,4015616,4,996,0,0,4.00
213590,3925504,26,974,0,0,4.00
213653,4015616,4,996,0,0,28.00
213707,-64000,0,0,1000,0,27.00
213762,-64000,0,0,1000,0,10.00
213823,3925504,26,974,0,0,23.00
213878,-64000,0,0,1000,0,13.00
213938,4015616,4,996,0,0,5.00
214000,4015616,4,996,0,0,20.00
214056,-64000,0,0,1000,0,15.00
214115,4015616,4,996,0,0,4.00
214177,4015616,4,996,0,0,5.00
214240,4015616,4,996,0,0,4.00
214303,4015616,4,996,0,0,2.97
214365,4015616,4,996,0,0,4.95
214427,3921408,27,973,0,0,3.96
214489,4015616,4,996,0,0,5.00
214551,3921408,27,973,0,0,18.00
214609,-64000,0,0,1000,0,18.00
214666,3925504,26,974,0,0,13.00
214726,-64000,0,0,999,0,21.00
214782,4015616,4,996,0,0,5.00
