FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
383214,-2240,0,0,0,35,22.00
383254,3951616,4,996,1000,0,5.00
383295,5422080,6,1355,0,639,22.00
383329,3857408,27,973,999,1001,23.00
383366,3951616,4,910,1000,86,26.00
383402,3951616,4,996,1000,0,5.00
383443,8027136,9,1991,0,0,5.00
383484,7953408,27,1973,0,0,6.00
383525,8027136,9,1991,0,0,24.00
383562,3951616,4,996,1000,0,7.00
383603,7941120,30,1970,0,0,5.00
383645,7957504,26,1974,0,0,5.00
383687,7941120,30,1970,0,0,6.00
383728,8031232,8,1992,0,0,23.00
383765,3951616,4,996,1000,0,8.00
383806,7941120,30,1970,0,0,22.00
383844,3943424,6,994,1000,0,9.00
383884,7941120,30,1970,0,0,20.00
383922,3951616,4,996,1000,0,11.00
383962,8031232,8,1992,0,0,6.00
384003,8031232,8,1992,0,0,6.00
384045,7941120,30,1970,0,0,18.00
384081,3861504,26,974,1000,0,23.00
384117,3951616,4,996,1000,0,24.00
384154,3951616,4,996,1000,0,24.00
384191,3951616,4,996,1000,0,22.00
384227,3951616,4,996,1000,0,21.00
384264,3951616,4,996,1000,0,17.00
384302,7937024,31,1969,0,0,11.00
384342,3947520,5,995,1000,0,18.00
384379,7957504,26,1974,0,0,6.00
384421,8031232,8,1992,0,0,9.00
384461,3951616,4,996,1000,0,20.00
384498,7941120,30,1970,0,0,6.00
384540,8031232,8,1992,0,0,6.00
384582,8031232,8,1992,0,0,7.00
384623,7937024,31,1969,0,0,5.00
384664,7957504,26,1974,0,0,6.00
384706,7957504,26,1974,0,0,6.00
384747,8027136,9,1991,0,0,8.00
384789,3947520,5,995,1000,0,25.00
384824,3951616,4,996,1000,0,14.00
384864,7937024,31,1969,0,0,5.00
384906,8031232,8,1992,0,0,7.00
384947,3861504,26,974,1000,0,24.00
