FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
502266,-64,0,0,0,1,22.00
502300,7967232,8,1992,1000,0,23.00
502334,3846656,4,986,1000,1010,8.00
502376,11956736,34,2966,0,0,8.00
502418,8663552,29,2162,0,889,8.00
502459,11956736,34,2966,0,0,6.00
502501,11727360,35,2910,0,109,23.00
502536,7873024,31,1969,999,1,27.00
502568,7877120,30,1970,1000,0,8.00
502610,12046848,12,2988,0,0,7.00
502652,10834432,7,1696,166,1131,26.00
502689,7967232,8,1992,1000,0,27.00
502726,7897600,8,1975,1000,17,39.00
502757,3887616,4,996,2000,0,43.00
502786,3887616,4,996,2000,0,25.00
502820,7877120,30,1970,1000,0,23.00
502854,7877120,30,1970,1000,0,27.00
502891,7963136,9,1991,1000,0,28.00
502927,7963136,9,1991,1000,0,34.00
502960,3879424,6,994,2000,0,42.00
502989,3879424,6,994,1999,1,25.00
503022,7893504,26,1974,1000,0,26.00
503055,7893504,26,1974,1000,0,24.00
503089,7877120,30,1970,999,1,23.00
503123,7877120,30,1970,1000,0,22.00
503158,7877120,30,1970,1000,0,24.00
503192,7844352,30,1962,1000,8,9.00
503233,11956736,34,2966,0,0,7.00
503275,11915776,34,2956,0,10,21.00
503310,7877120,30,1970,1000,0,27.00
503342,7758336,30,1941,1000,29,35.00
503373,3797504,26,974,2000,0,41.00
503400,3797504,26,974,2000,0,13.00
503440,11956736,34,2966,0,0,8.00
503482,11956736,34,2966,0,0,8.00
503524,12042752,13,2987,0,0,6.00
503566,12042752,13,2987,0,0,9.00
503607,12046848,12,2988,0,0,7.00
503649,12046848,12,2988,0,0,22.00
503687,7967232,8,1992,1000,1,28.00
503723,3887616,4,996,1000,1000,13.00
503762,11952640,35,2965,0,0,8.00
503804,11911680,35,2955,0,10,20.00
503839,7963136,9,1991,1000,0,26.00
503871,7746048,8,1938,1000,144,36.00
