FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
619897,-64,0,0,0,1,14.00
619917,15998464,16,3984,1000,0,15.00
619935,15998464,16,3984,1000,0,24.00
619952,11845120,30,2970,2000,0,27.00
619969,11845120,30,2970,2000,0,9.00
619989,19987968,42,4958,0,0,5.00
620010,16604672,34,4132,0,834,12.00
620030,15941120,30,3970,1000,0,18.00
620048,9813504,28,2474,1000,1498,8.00
620068,20065792,23,4977,0,0,6.00
620089,15392256,19,3836,0,1145,20.00
620107,11845120,30,2970,2000,0,29.00
620123,10325504,28,2599,2000,373,15.00
620142,15908352,38,3962,1000,0,17.00
620160,12357120,35,3095,1000,990,8.00
620181,20020736,34,4966,0,0,4.00
620201,18230784,32,4529,0,439,18.00
620219,15900160,40,3960,1000,0,17.00
620237,9539072,32,2407,1000,1561,8.00
620258,19987968,42,4958,0,0,6.00
620279,13614592,34,3402,1,1563,13.00
620298,15908352,38,3962,1000,0,19.00
620316,15658496,33,3901,1001,65,25.00
620333,11832832,33,2967,2000,0,27.00
620349,7503360,30,1910,2000,1060,6.00
620370,19983872,43,4957,0,0,6.00
620391,19545600,41,4850,0,109,18.00
620409,15900160,40,3960,1000,0,17.00
620427,12070400,14,3025,1001,999,8.00
620448,20078080,20,4980,0,0,7.00
620469,16293376,15,3717,0,1268,18.00
620487,11914752,13,2987,2000,0,25.00
620503,7736832,9,1967,2000,2722,8.00
620524,19987968,42,4958,0,0,6.00
620545,16195072,40,4032,0,928,22.00
620562,11914752,13,2987,2000,0,22.00
620580,11841024,12,2969,2000,19,19.00
620598,15908352,38,3962,1000,0,17.00
620616,15908352,38,3962,1000,0,22.00
620633,11906560,15,2985,2000,0,27.00
620650,11812352,12,2962,2000,26,13.00
620669,15932928,32,3968,1000,0,19.00
620687,15937024,31,3969,1000,0,30.00
620703,3755520,5,995,4000,0,43.00
620717,1719808,2,498,4000,500,23.00
