FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
294520,-128,0,0,0,2,3.00
294582,3925504,26,974,0,0,4.00
294644,1799680,4,866,0,130,3.00
294707,4015616,4,996,0,0,4.00
294770,3925504,26,974,0,0,4.00
294833,3925504,26,974,0,0,3.00
294895,3159552,26,787,65,122,31.00
294948,-64000,0,0,1000,0,33.00
294999,-64000,0,0,1000,0,3.00
295062,4015616,4,996,0,0,4.00
295125,4015616,4,996,0,0,4.00
295188,3925504,26,974,0,0,3.00
295251,3925504,26,974,0,0,4.00
295314,4015616,4,996,0,0,3.00
295376,4015616,1,725,0,232,4.00
295439,4015616,4,996,0,0,4.00
295502,4015616,4,996,0,0,4.00
295565,4015616,4,996,0,0,4.00
295628,4015616,4,996,0,0,3.00
295690,4015616,4,996,0,0,4.00
295753,4015616,4,996,0,0,4.00
295816,4015616,4,996,0,0,4.00
295878,3110400,4,775,139,129,32.00
295930,-64000,0,0,1000,0,30.00
295983,-64000,0,0,1000,0,4.00
296045,3925504,26,974,0,0,4.00
296108,3925504,26,974,0,0,4.00
296171,3925504,26,974,0,0,3.00
296234,3925504,26,974,0,0,27.00
296290,-64000,0,0,1000,0,33.00
296341,-64000,0,0,1000,0,4.00
296404,4015616,4,996,0,0,4.00
296467,4015616,4,996,0,0,3.00
296530,4015616,4,996,0,0,4.00
296593,4015616,4,996,0,0,29.00
296646,-64000,0,0,1000,0,34.00
296697,-64000,0,0,1000,0,30.00
296750,-64000,0,0,999,0,34.00
296802,-64000,0,0,1000,0,27.00
296856,-64000,0,0,1000,0,34.00
296907,-64000,0,0,1000,0,8.00
296968,3925504,26,974,0,0,3.00
297031,3925504,26,974,0,0,5.00
297094,4015616,4,996,0,0,3.00
297157,4015616,4,996,0,0,4.00
