FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
368265,-64,0,0,0,1,7.00
368277,3951616,4,996,1000,0,9.00
368289,3951616,4,996,1000,0,7.00
368301,3951616,4,996,1000,0,8.00
368313,3861504,26,974,1000,0,7.00
368326,3951616,4,996,1000,0,4.00
368338,7941120,30,1970,0,0,2.00
368351,8031232,8,1992,0,0,7.00
368363,3947520,5,995,1000,0,8.00
368375,3861504,26,974,1000,0,5.00
368387,8031232,8,1992,0,0,2.00
368400,7941120,30,1970,0,0,3.00
368413,7941120,30,1970,0,0,3.00
368425,7941120,30,1970,0,0,3.00
368438,8027136,9,1991,0,0,3.00
368450,7941120,30,1970,0,0,7.00
368462,3951616,4,996,1000,0,4.00
368475,8031232,8,1992,0,0,9.00
368487,-128000,0,0,2000,0,8.00
368499,8031232,8,1992,0,0,3.00
368512,7941120,29,1970,1,0,6.00
368524,3951616,4,996,1000,0,9.00
368536,3951616,4,996,1000,0,6.00
368548,8031232,8,1992,0,0,6.00
368561,3861504,26,974,1000,0,6.00
368573,7941120,30,1970,0,0,5.94
368585,3951616,4,996,1000,0,8.00
368598,3861504,26,974,1000,0,7.00
368610,8031232,8,1992,0,0,2.00
368623,7953408,27,1973,0,0,6.00
368635,3861504,26,974,1000,1,6.00
368647,7941120,30,1970,0,0,4.00
368660,3861504,26,974,1000,0,6.00
368672,3951616,4,996,1000,0,8.00
368684,3951616,4,996,999,1,7.00
368696,7957504,26,1974,0,0,4.00
368709,3861504,26,974,999,0,8.00
368721,3951616,4,996,1000,0,8.00
368733,7941120,30,1970,0,0,3.00
368746,8027136,9,1991,0,0,3.00
368759,8031232,8,1992,0,0,3.00
368771,7957504,26,1974,0,0,3.00
368784,7941120,30,1970,0,0,3.00
368796,8031232,8,1992,0,0,3.00
368809,8031232,8,1992,0,0,3.00
