FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
612173,-80704,0,0,0,1261,11.00
612188,15908352,38,3962,1000,0,13.00
612202,11828736,34,2966,1000,1000,22.00
612215,11828736,34,2966,2000,0,21.00
612228,11910656,13,2986,2000,1,18.00
612242,11914752,13,2987,2000,0,20.00
612256,7839232,8,2040,2000,952,11.00
612270,15900160,40,3960,1000,0,13.00
612285,15642112,37,3752,1001,231,20.00
612299,11918848,12,2988,2000,0,20.00
612312,7839232,4,996,2000,2000,19.00
612326,11845120,30,2970,2000,0,22.00
612339,10829312,30,2722,2000,248,21.00
612352,11828736,34,2966,2000,0,23.00
612365,11828736,34,2966,2000,0,10.00
612380,15941120,30,3970,1000,0,13.00
612394,15941120,30,3970,1000,0,13.00
612409,15908352,38,3962,1000,0,13.00
612423,15908352,38,3962,1000,0,20.00
612437,11914752,13,2987,2000,0,20.00
612451,7835136,9,1991,2000,1000,15.00
612465,15908352,38,3962,1000,0,12.00
612479,11963904,36,2999,1000,965,12.00
612494,15998464,16,3984,1000,0,12.00
612508,12226048,14,3063,1000,923,10.00
612522,15941120,30,3970,1000,0,13.00
612537,11832832,32,2968,1000,1000,12.00
612551,15908352,38,3962,1000,0,13.00
612566,15908352,38,3962,1000,0,13.00
612580,15941120,30,3970,1000,0,12.00
612594,15924736,34,3966,1000,0,13.00
612609,15998464,16,3984,1000,0,14.00
612623,7003648,9,1788,1002,2201,12.00
612637,15904256,39,3961,1000,0,15.00
612651,7024128,8,1793,1000,2199,9.00
612667,20073984,21,4979,0,0,5.00
612682,11693568,16,2933,5,2046,11.00
612697,15904256,39,3961,1000,0,14.00
612711,14327296,38,3576,1000,386,19.00
612725,11910656,14,2986,2000,0,19.00
612739,7826944,37,2963,2000,190,11.00
612754,20000256,39,4961,0,0,4.00
612770,17812992,39,4427,0,534,18.81
612783,7749120,30,1970,3000,0,28.71
612795,7171584,31,1829,3000,140,19.00
