FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
498250,0,0,0,0,0,12.00
498270,7967232,8,1992,1000,0,14.00
498290,7967232,8,1992,1000,0,5.00
498310,12046848,12,2988,0,0,4.00
498331,4174336,6,1066,1,1927,4.00
498352,11989504,26,2974,0,0,3.00
498373,7168512,26,1797,0,1177,19.00
498392,3887616,4,996,2000,0,24.00
498409,3465728,4,893,2000,103,16.00
498427,7893504,26,1974,1000,0,15.00
498446,7893504,26,1974,1000,0,14.00
498465,7963136,9,1991,1000,0,16.00
498484,7963136,9,1991,1000,0,5.00
498505,11956736,34,2966,0,0,3.00
498526,11956736,34,2966,0,0,6.00
498547,11952640,35,2965,0,0,4.00
498568,11952640,35,2965,0,0,14.00
498586,7877120,30,1970,1000,0,11.00
498605,7877120,30,1969,1000,14,5.00
498626,11989504,26,2974,0,0,3.00
498647,11969024,26,2969,0,5,5.00
498668,11973120,30,2970,0,0,3.00
498689,11670016,30,2896,0,74,23.00
498706,-192000,0,0,3000,0,21.00
498724,-192000,0,0,3000,0,8.00
498745,11973120,30,2970,0,0,4.00
498765,11973120,30,2970,0,0,5.00
498786,11956736,34,2966,0,0,3.00
498807,11956736,34,2966,0,0,6.00
498828,11952640,35,2965,0,0,3.00
498849,11952640,35,2965,0,0,22.00
498867,3887616,4,996,2000,0,27.00
498884,3887616,4,996,2000,0,18.00
498902,3887616,4,996,2000,0,24.00
498918,3887616,4,996,2000,0,8.00
498938,11956736,34,2966,0,0,4.00
498959,11956736,34,2966,0,0,4.00
498980,11973120,30,2970,0,0,4.00
499001,11973120,30,2970,0,0,5.00
499022,11956736,34,2966,0,0,4.00
499043,11956736,34,2966,0,0,5.00
499064,12046848,12,2988,0,0,4.00
499084,12046848,12,2988,0,0,13.00
499103,7877120,30,1970,1000,0,16.00
499121,7877120,30,1970,1000,0,6.00
