FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
592260,-2176,0,0,0,34,6.00
592265,11918848,12,2988,2000,0,5.00
592271,16895488,17,4203,0,780,8.00
592277,11918848,12,2988,2000,0,7.00
592282,13901312,28,3472,1000,500,6.00
592288,15908352,38,3962,1000,0,5.00
592293,15924736,34,3966,1000,0,5.00
592299,15924736,34,3966,1000,0,6.00
592305,15924736,34,3966,1000,0,5.00
592310,20020736,34,4966,0,0,7.00
592316,11845120,30,2970,2000,0,7.00
592322,15998464,16,3984,1000,0,10.00
592327,3665408,27,973,4000,0,9.00
592333,19987968,42,4958,0,0,6.00
592338,15924736,34,3966,1000,0,5.94
592344,11861504,26,2974,2000,0,6.93
592349,15924736,34,3966,1000,0,7.00
592355,15908352,38,3962,1000,0,7.00
592361,15908352,38,3962,1000,0,7.00
592366,7839232,8,1992,3000,0,8.00
592372,15924736,34,3966,1000,0,6.00
592377,15941120,30,3970,1000,0,8.00
592383,19987968,42,4958,0,0,7.00
592389,11918848,12,2988,2000,0,4.00
592394,11918848,12,2988,2000,0,8.00
592400,11828736,34,2966,2000,0,8.00
592406,20004352,38,4962,0,0,4.00
592411,11845120,30,2970,2000,0,10.00
592417,11845120,30,2970,2000,0,6.00
592422,7749120,30,1970,2500,500,9.00
592428,11918848,12,2988,500,1500,7.00
592433,9780736,34,2466,2000,500,8.00
592439,15908352,38,3962,0,1000,5.00
592445,11070976,11,2781,500,1708,8.00
592450,11832832,33,2967,2000,0,6.00
592456,15773184,37,3929,0,758,6.00
592461,8662528,30,2193,171,2606,5.00
592467,7765504,26,1974,1415,1585,10.00
592473,8224256,10,2086,0,2428,4.00
592478,-320000,0,0,2249,2751,10.00
592484,7745024,31,1969,2593,407,10.00
592489,7998976,9,2031,697,2263,9.00
592495,6491648,9,1663,2000,1328,8.00
592500,9334272,14,2357,1009,1620,5.00
592506,7749120,30,1970,1000,2000,11.00
