FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
454161,-28224,0,0,0,1025,46.00
454257,3951616,4,996,1000,0,52.00
454348,3951616,4,996,1000,1,57.00
454433,3951616,4,996,1000,0,14.00
454559,8031232,8,1992,0,0,14.00
454683,8031232,8,1992,0,0,13.00
454806,7937024,31,1969,0,0,12.00
454931,7941120,30,1970,0,0,14.00
455055,7941120,30,1970,0,0,14.00
455181,7941120,30,1970,0,0,15.00
455307,7941120,30,1970,0,0,14.00
455433,7941120,30,1970,0,0,14.00
455556,7937024,31,1969,0,0,13.00
455680,7937024,31,1969,0,0,14.00
455805,7937024,31,1969,0,0,14.00
455928,4611072,30,1157,710,103,60.00
456015,3947520,5,995,1000,0,59.00
456102,3947520,5,995,1000,0,56.00
456188,3951616,4,996,0,1000,14.00
456312,7941120,30,1970,0,0,14.00
456438,7941120,30,1970,0,0,15.00
456563,6724608,26,1673,244,109,50.00
456639,3861504,26,974,1000,0,49.00
456717,3861504,26,974,1000,0,51.00
456791,1199104,26,227,1649,98,58.00
456880,3951616,4,996,1000,0,56.00
456974,3951616,4,996,1000,0,60.00
457059,-128000,0,0,0,1901,12.00
457182,8031232,8,1992,0,0,14.00
457308,8031232,8,1992,0,0,13.00
457431,8031232,8,1992,0,0,15.00
457557,8031232,8,1992,0,0,14.00
457682,8031232,8,1992,0,0,14.00
457805,8031232,8,1992,0,0,14.00
457930,8031232,8,1992,0,0,14.00
458056,8031232,8,1992,0,0,16.00
458180,8031232,8,1992,0,0,13.00
458306,8031232,8,1992,0,0,13.00
458430,8031232,8,1992,0,0,14.00
458554,7941120,30,1970,0,0,14.00
458680,7941120,30,1970,0,0,14.00
458805,7941120,30,1970,0,0,15.00
458928,8031232,8,1992,0,0,13.00
459052,8031232,8,1992,0,0,14.00
459178,8031232,8,1992,0,0,15.00
