FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
596202,-64,0,0,0,1,15.00
596221,14638592,32,3652,1000,316,6.00
596242,19987968,42,4958,0,1429,25.00
596258,10014208,32,2523,2001,444,8.00
596279,19254784,20,4779,0,201,17.00
596298,15916544,36,3964,1000,0,22.00
596316,11828736,34,2966,1999,8,14.00
596335,15908352,38,3962,1000,49,25.00
596353,11918848,12,2988,2000,0,31.00
596369,7736832,33,1967,2999,0,17.00
596388,15941120,30,3970,1000,0,20.00
596407,11828736,34,2966,2000,0,18.00
596425,15908352,38,3962,1000,0,22.77
596443,11824640,35,2965,2000,0,17.82
596462,15908352,38,3962,1000,0,15.00
596481,15908352,38,3962,1000,0,17.82
596500,11918848,12,2988,2000,0,16.00
596519,20020736,34,4966,0,0,18.00
596538,11906560,15,2985,2000,0,21.78
596556,11824640,35,2965,1999,1,20.00
596574,15908352,38,3962,1000,0,22.00
596592,11861504,26,2974,2000,0,23.00
596610,7839232,8,1992,3000,0,24.00
596628,7749120,30,1970,3000,0,27.00
596645,11845120,30,2970,2000,0,21.00
596663,19987968,42,4958,0,0,6.00
596684,20012544,36,4964,0,0,8.00
596705,20065792,23,4977,0,0,16.00
596724,7745024,31,1969,3000,0,25.00
596741,20004352,38,4962,0,0,9.00
596762,20020736,34,4966,0,0,9.00
596782,15994368,17,3983,1000,0,17.00
596801,15904256,39,3961,1000,0,16.00
596820,15998464,16,3984,1000,0,17.00
596839,15904256,39,3961,999,1,14.00
596858,20004352,38,4962,0,0,9.00
596878,11828736,34,2966,2000,0,24.00
596896,19987968,42,4958,0,0,9.00
596916,11918848,12,2988,2000,0,23.00
596934,11824640,35,2965,1689,311,24.00
596951,15998464,16,3984,655,345,16.00
596971,11918848,12,2988,1998,2,16.00
596990,15994368,17,3983,1000,0,17.00
597009,12262912,13,3072,1000,915,17.00
597028,11750912,12,2947,1869,172,32.00
