FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
624898,-17728,0,0,0,277,7.00
624929,20004352,38,4962,0,0,8.00
624960,20004352,38,4962,0,0,9.00
624992,19189248,37,4763,0,371,31.00
625016,11820544,36,2964,2000,0,35.00
625039,11820544,36,2964,2000,0,30.00
625063,5611008,29,1407,2022,1542,37.00
625088,7839232,8,1992,3000,0,47.00
625109,7839232,8,1992,3000,0,47.00
625130,3878400,5,1025,3007,1338,11.00
625161,20016640,35,4965,0,0,7.00
625193,20016640,35,4965,0,0,8.00
625224,19398144,34,4533,0,433,44.00
625246,7761408,27,1973,2999,0,49.00
625267,7761408,27,1973,3000,0,50.00
625287,6438400,30,1970,3000,0,11.00
625318,19987968,42,4958,0,0,9.00
625349,19987968,42,4958,0,0,10.00
625381,19987968,42,4958,0,0,9.00
625412,20016640,35,4965,0,0,9.00
625443,20016640,35,4965,0,0,8.00
625474,19975680,34,4955,0,11,23.00
625501,15924736,34,3966,1000,0,25.00
625526,15924736,34,3966,1000,0,25.00
625552,12971520,35,3245,1000,721,11.00
625584,19987968,42,4958,0,0,7.00
625615,19987968,42,4958,0,0,9.00
625646,19987968,42,4958,0,0,22.00
625673,15900160,40,3960,999,1,24.00
625698,15900160,40,3960,1000,0,22.00
625725,6667776,29,1706,2315,1153,39.60
625747,7749120,30,1970,3000,0,46.00
625766,7749120,30,1970,3000,0,45.00
625786,8015360,28,2035,1000,1937,9.00
625817,19987968,42,4958,0,0,9.00
625848,19987968,42,4958,0,0,8.00
625879,15658496,33,3901,0,1066,9.00
625910,20037120,30,4970,0,0,9.00
625942,20037120,30,4970,0,0,10.00
625973,19357184,37,4844,0,119,22.00
626000,15908352,38,3962,1000,0,20.00
626027,15908352,38,3962,1000,1,23.00
626053,14409216,17,3596,1159,228,23.00
626080,15998464,16,3984,1000,0,24.00
626105,15998464,16,3984,1000,0,20.00
