FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
494894,-43264,0,0,0,1000,14.00
494906,3887616,4,996,2000,0,14.00
494918,3887616,4,288,2000,0,14.00
494929,3887616,4,996,2000,0,16.00
494941,-192000,0,0,2000,1000,13.00
494952,3887616,4,996,2000,0,14.00
494964,-192000,0,0,2000,1000,10.00
494976,7967232,8,1992,1000,0,10.00
494988,5902848,6,1488,1000,506,9.00
495000,7873024,31,1969,1000,0,7.00
495012,7873024,31,1689,1000,315,13.00
495024,7877120,30,1970,1000,0,10.00
495036,7877120,30,1970,1000,0,4.00
495048,11952640,35,2965,0,0,2.00
495061,11952640,35,2965,0,0,7.00
495073,7877120,30,1970,1000,0,10.00
495085,7877120,30,1970,1000,0,10.00
495097,7967232,8,1992,1000,0,9.00
495109,6607360,7,1660,1000,333,9.00
495121,7873024,31,1969,1000,0,9.00
495133,3985920,4,1020,1000,976,9.00
495145,7873024,31,1969,1000,0,11.00
495157,4669952,26,1187,999,787,10.00
495169,3883520,5,995,2000,0,17.00
495180,-192000,0,0,2000,1000,9.00
495192,12046848,12,2988,0,0,3.00
495205,12046848,12,2988,0,0,3.00
495217,12046848,12,2988,0,0,3.00
495230,11973120,12,2970,0,18,4.00
495242,7885312,28,1972,1000,0,9.00
495254,3797504,26,974,1000,1000,8.00
495267,12046848,12,2988,0,0,2.00
495279,7963136,9,1991,0,1000,5.00
495292,7881216,29,1971,1000,0,10.00
495304,7488000,29,1875,1000,96,15.00
495315,3797504,26,974,2000,0,18.00
495326,3797504,26,974,2000,0,10.00
495338,7967232,8,1992,1000,0,10.00
495350,7967232,8,1992,1000,0,8.00
495362,12046848,12,2988,0,0,1.00
495375,12046848,12,2988,0,0,4.00
495387,11956736,34,2966,0,0,3.00
495400,11190784,34,2779,0,187,11.00
495412,3883520,5,995,1999,0,17.00
495423,3883520,5,995,2000,0,9.00
