FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
367529,-448,0,0,0,7,2.00
367545,7658496,8,1901,0,91,11.00
367561,3861504,0,0,1000,1000,4.00
367578,8031232,8,1992,0,0,10.00
367594,3951616,4,996,1000,0,3.00
367611,8031232,8,1992,0,0,3.00
367627,8031232,8,1992,0,0,11.00
367643,3951616,4,996,1000,0,3.00
367660,8031232,8,1992,0,0,10.00
367676,3951616,4,996,1000,0,4.00
367693,7957504,26,1974,0,0,10.00
367709,3947520,5,995,1000,0,5.00
367726,8031232,8,1992,0,0,4.00
367742,7941120,30,1970,0,0,3.00
367759,8031232,8,1992,0,0,11.00
367775,3951616,4,996,1000,0,12.00
367791,3861504,26,974,1000,0,4.00
367808,7941120,30,1970,0,0,3.00
367824,8031232,8,1992,0,0,3.00
367841,8031232,8,1992,0,0,15.00
367856,-128000,0,0,2000,0,11.88
367872,3861504,26,974,1000,0,11.00
367888,3861504,26,974,1000,0,11.00
367904,3951616,4,996,1000,0,7.00
367921,8031232,8,1992,0,0,9.00
367937,3951616,4,996,1000,0,6.00
367954,7941120,30,1970,0,0,3.00
367970,8031232,8,1992,0,0,7.00
367987,3939328,7,993,1000,0,8.00
368003,7941120,30,1970,0,0,3.00
368020,7941120,30,1970,0,0,3.00
368036,8031232,8,1992,0,0,11.00
368052,-128000,0,0,2000,0,14.00
368068,3861504,26,974,1000,0,10.00
368084,3861504,26,974,1000,0,11.00
368101,3951616,4,996,1000,0,9.00
368117,7941120,30,1970,0,0,3.00
368133,7941120,30,1970,0,0,3.00
368150,8031232,8,1992,0,0,5.00
368166,3951616,4,996,1000,0,13.00
368182,-128000,0,0,2000,0,16.00
368197,3951616,4,996,1000,0,12.00
368213,5991424,6,1494,0,472,2.00
368230,4541440,5,1140,12,843,12.00
368246,3951616,4,996,500,500,3.00
