FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
616702,-11392,0,0,0,178,13.00
616717,15998464,16,3984,1000,0,12.00
616733,7839232,8,1992,1000,2000,6.00
616750,20078080,20,4980,0,0,4.00
616767,7167488,8,1828,0,3164,15.00
616781,15924736,34,3966,1000,0,12.00
616796,11628032,34,2917,1001,2049,18.00
616811,11828736,34,2966,2000,0,21.00
616825,10976768,34,2758,2000,208,27.00
616838,7839232,8,1992,3000,0,30.00
616850,7839232,8,1992,3000,0,14.00
616866,15908352,38,3962,1000,0,12.00
616881,15908352,38,3962,1000,0,13.00
616896,15904256,39,3961,1000,0,14.00
616911,15904256,39,3961,1000,0,20.00
616925,11845120,30,2970,2000,0,23.00
616939,11845120,30,2970,2000,0,14.00
616954,15908352,38,3962,1000,0,12.00
616970,15908352,38,3962,1000,0,8.00
616986,20020736,34,4966,0,0,4.00
617003,19222016,35,4771,0,194,7.00
617019,20069888,22,4978,0,0,5.00
617036,18718208,23,4648,2,327,17.00
617051,11836928,32,2968,2000,0,24.00
617064,11836928,32,2968,2000,0,20.00
617079,11820544,36,2964,2000,0,24.00
617092,11820544,36,2964,1999,0,9.00
617108,19987968,42,4958,0,0,5.00
617125,19987968,42,4958,0,0,22.00
617139,7749120,30,1970,2999,1,31.00
617152,7749120,30,1970,3000,0,21.00
617166,7749120,30,1970,3000,0,30.00
617179,4558336,28,1191,3000,781,19.00
617193,11828736,34,2966,2000,0,23.00
617207,8633856,30,2186,2000,785,13.00
617222,15994368,17,3983,1000,0,14.00
617237,15732224,17,3919,1000,64,18.00
617252,15912448,37,3963,1000,0,13.00
617267,15912448,37,3963,1000,0,19.00
617281,7831040,10,1990,3000,0,29.00
617293,7831040,10,1990,3000,0,19.00
617308,11918848,12,2988,2000,0,15.00
617324,11918848,12,2988,2000,0,23.00
617338,7749120,30,1970,2999,1,31.00
617350,7749120,30,1970,3000,0,13.00
