FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
371025,-576,0,0,0,9,3.00
371052,7650304,30,1899,0,71,18.00
371078,3861504,26,974,1000,0,3.00
371106,7957504,26,1974,0,0,4.00
371134,8027136,9,1991,0,0,18.00
371159,3951616,4,996,1000,0,4.00
371187,8031232,8,1992,0,0,3.00
371215,8027136,9,1991,0,0,18.00
371241,3943424,6,994,1000,0,17.00
371266,3951616,4,996,1000,0,6.00
371294,7941120,30,1970,0,0,5.00
371322,8031232,8,1992,0,0,15.00
371348,3947520,5,995,1000,0,7.00
371375,7941120,30,1970,0,0,5.00
371403,8031232,8,1992,0,0,4.00
371431,8031232,8,1992,0,0,4.00
371458,8031232,8,1992,0,0,4.00
371486,7941120,30,1024,0,1000,4.00
371514,8031232,8,1992,0,792,5.00
371542,7937024,31,1969,0,0,4.00
371570,7941120,30,1970,0,0,4.00
371597,7941120,30,1970,0,0,14.00
371623,3898368,5,983,1000,12,20.00
371648,3951616,4,996,1000,0,5.00
371676,8031232,8,1992,0,0,5.00
371703,7941120,30,1970,0,0,7.00
371731,3947520,5,995,1000,0,9.00
371758,8031232,8,1992,0,0,4.00
371786,8031232,8,1992,0,0,4.00
371813,8031232,8,1992,0,0,4.00
371841,7937024,31,1969,0,13,19.00
371867,3861504,26,974,1000,0,4.00
371894,8031232,8,1992,0,0,18.00
371919,3861504,26,974,1000,0,5.00
371947,8031232,8,1992,0,0,5.00
371975,7937024,31,1969,0,0,4.00
372002,8031232,8,1992,0,0,5.00
372030,8031232,8,1992,0,0,4.00
372058,7937024,31,1969,0,0,21.00
372082,-128000,0,0,2000,0,19.00
372107,3951616,4,996,1000,0,20.00
372132,3861504,26,974,1000,0,7.00
372159,8027136,9,1991,0,0,13.00
372185,3951616,4,996,1000,0,15.00
372211,3951616,4,996,1000,0,17.00
