FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
506211,-64,0,0,0,1690,31.00
506261,7877120,30,1970,1000,0,30.00
506312,2982400,4,979,1000,1017,31.00
506357,7967232,8,1992,1000,0,34.00
506402,3817984,28,1472,1000,500,10.00
506464,11973120,30,2970,0,0,9.00
506525,11956736,34,2966,0,0,10.00
506588,12042752,13,2987,0,0,11.00
506650,12046848,12,2988,0,0,11.00
506712,12046848,12,2988,0,0,10.00
506774,11956736,34,2966,0,0,10.00
506837,11956736,34,2966,0,0,12.00
506899,12046848,12,2988,0,0,11.00
506961,12046848,12,2988,0,0,12.00
507023,11940352,38,2962,0,0,10.00
507086,11952640,35,2965,0,0,12.00
507147,11956736,34,2966,0,0,11.00
507210,11956736,34,2966,0,0,11.00
507273,6205952,9,1562,291,139,34.00
507318,7967232,8,1992,1000,0,33.00
507367,7561728,8,1893,1033,65,33.00
507411,7967232,8,1992,1000,0,35.00
507454,6136320,4,996,1000,1000,11.00
507517,12046848,12,2988,0,0,11.00
507579,11256320,12,2795,42,151,40.00
507625,3887616,4,996,2000,0,50.00
507661,3887616,4,996,2000,1,27.00
507713,7967232,8,1992,999,1,32.00
507759,5100032,6,1292,1525,177,44.00
507798,3887616,4,996,2000,0,43.00
507837,3887616,4,996,2000,1000,28.00
507886,7967232,8,1992,1000,0,34.00
507930,5886464,7,1484,999,187,38.00
507975,7873024,31,1969,999,0,36.00
508020,4334080,8,1105,1006,881,28.00
508069,7877120,30,1970,1000,0,35.00
508114,7877120,30,1970,1000,0,14.00
508174,11973120,30,2970,0,0,11.00
508236,11973120,30,2967,0,3,12.00
508298,11956736,34,2966,0,0,8.00
508360,7225856,9,1811,0,1180,24.00
508411,7967232,8,1992,1000,0,34.00
508455,2941440,3,887,1000,500,32.00
508503,7877120,30,1970,999,0,35.00
508548,6976000,30,1750,1088,132,47.00
