FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
615886,-13312,0,0,0,208,24.00
615903,11845120,30,2970,2000,0,25.00
615920,11845120,30,2970,2000,0,7.00
615940,20078080,20,4980,0,0,7.00
615961,15801856,16,3936,0,1047,23.76
615978,11914752,13,2987,2000,0,23.00
615995,3857920,4,1020,2000,1976,6.00
616016,19983872,43,4957,0,0,4.00
616037,15617536,16,3891,0,1093,24.00
616054,11824640,35,2965,2000,0,28.00
616070,7532032,9,1917,2000,1074,17.00
616088,15908352,38,3962,1000,0,17.00
616106,12639744,35,3164,1000,801,13.00
616125,15900160,40,3960,1000,0,17.00
616144,8793600,31,2225,1000,1744,8.00
616165,19987968,42,4958,0,0,6.00
616186,13618688,32,2619,0,2351,16.00
616204,15986176,19,3981,1000,0,15.00
616223,7040512,9,1797,1000,2194,23.00
616240,11918848,12,2988,2000,0,27.00
616256,10325504,12,2599,2000,389,33.00
616272,7757312,28,1972,3000,0,37.00
616286,7757312,28,1972,3000,1,21.00
616304,11828736,34,2966,1999,1,27.00
616320,7839232,8,1992,2000,1000,24.00
616337,11824640,35,2965,2000,0,28.00
616354,11824640,35,2965,2000,0,23.76
616371,11828736,34,2966,2000,0,23.00
616388,11828736,34,2966,2000,0,12.00
616408,19987968,42,4958,0,0,7.00
616429,19987968,42,4958,0,0,14.00
616448,15937024,31,3969,1000,0,17.00
616466,12357120,26,3095,1000,879,19.00
616485,11828736,34,2966,2000,0,28.00
616501,11845120,30,2970,2000,0,14.00
616520,15957504,26,3974,999,0,16.00
616539,12549632,26,3142,1000,832,11.00
616559,20004352,38,4962,0,0,6.00
616580,20020736,34,4966,0,0,13.00
616599,15924736,34,3966,1000,0,18.00
616617,15887872,34,3966,1000,0,27.00
616634,7765504,26,1974,3000,0,36.00
616648,7765504,26,1974,2999,1,19.00
616667,11828736,34,2966,2000,1,28.00
616683,8666624,30,2194,2000,776,26.00
