FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
513699,-576,0,0,0,9,4.00
513707,11956736,34,2966,0,0,1.00
513716,11956736,34,2966,0,0,2.00
513725,8765952,30,2187,0,783,3.00
513734,11960832,33,2967,0,0,2.00
513743,11960832,33,2967,0,0,1.00
513752,2540032,3,667,0,2510,7.00
513761,7873024,31,1969,1000,0,7.00
513770,7873024,31,1969,1000,0,8.00
513778,7803392,31,1952,1000,17,8.00
513787,7877120,30,1970,1000,0,7.00
513796,7877120,30,1970,1000,0,7.00
513804,5489152,27,1387,1000,586,9.00
513813,7967232,8,1992,1000,0,7.00
513822,7967232,8,1992,1000,0,7.00
513831,-192000,0,0,1000,2000,3.00
513840,12046848,12,2988,0,0,1.00
513849,12046848,12,2988,0,0,2.00
513858,8131072,10,2032,0,2702,8.00
513866,7873024,31,1969,1000,0,7.00
513875,7873024,31,1969,1000,0,8.00
513884,2855424,3,744,847,1406,7.00
513892,7967232,8,1992,1000,0,7.00
513901,7967232,8,1992,1000,0,7.00
513910,1896960,2,510,1000,1488,8.00
513919,7967232,8,1992,1000,0,7.00
513927,7967232,8,1992,1000,0,6.93
513936,4919808,8,1248,1000,744,7.00
513945,7877120,30,1970,1000,0,8.00
513953,7877120,30,1970,1000,0,8.00
513962,852480,1,255,1000,1744,3.00
513971,11973120,30,2970,0,0,1.00
513980,11973120,30,2970,0,0,2.00
513989,6615552,26,1662,1,1311,3.00
513998,12042752,13,2987,0,0,2.00
514007,12042752,13,2987,0,0,2.00
514016,7938560,8,1985,0,1007,7.00
514025,7967232,8,1992,1000,0,7.00
514033,7967232,8,1992,1000,0,6.00
514042,3887616,4,996,1290,573,8.00
514051,7967232,8,1992,1000,0,7.00
514060,7967232,8,1992,1000,0,7.00
514068,3985920,4,1020,0,1976,3.00
514077,11969024,31,2969,0,0,2.00
514086,11969024,31,2969,0,0,1.00
