FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
570419,-2496,0,0,0,39,7.00
570450,15972352,38,3962,0,0,6.00
570481,14776320,37,2605,0,1801,32.00
570505,7813120,30,1970,2000,0,36.00
570527,5670912,28,1447,2000,525,8.00
570559,15972352,38,3962,0,0,6.00
570590,13195264,15,3284,0,701,6.00
570621,16062464,16,3984,0,0,8.00
570652,13375488,14,3623,0,158,32.00
570676,7813120,30,1970,2000,0,36.00
570698,6588416,28,1671,2033,268,22.00
570724,11892736,34,2966,1000,0,21.00
570751,8759296,31,2201,1000,768,25.00
570776,7899136,9,1991,2000,0,33.00
570799,7251968,9,1833,2000,158,24.00
570824,11982848,12,2988,1000,0,21.00
570850,11982848,12,2988,1000,0,8.00
570881,16062464,16,3984,0,0,7.00
570913,16062464,16,3984,0,0,9.00
570944,15972352,38,3962,0,0,7.00
570975,15972352,38,3962,0,0,19.00
571003,11892736,34,2966,1000,0,22.00
571029,11892736,34,2966,999,0,32.00
571052,7829504,26,1974,2000,0,35.00
571074,7829504,26,1974,2000,0,22.00
571101,11892736,34,2966,1000,0,22.00
571127,11892736,34,2966,1000,0,29.00
571151,7903232,8,1992,2000,0,33.00
571173,7903232,8,1992,2000,0,20.00
571199,11982848,12,2988,1000,0,22.00
571225,11982848,12,2988,1000,0,29.00
571249,7903232,8,1992,2000,0,34.00
571271,7903232,8,1992,2000,0,9.00
571302,15972352,38,3962,0,0,7.00
571333,15972352,38,3962,0,0,19.00
571362,11978752,13,2987,1000,0,20.00
571391,11978752,13,2987,1000,0,20.00
571418,11982848,12,2988,1000,0,22.00
571443,11982848,12,2988,1000,0,21.00
571470,11892736,34,2966,1000,0,23.00
571496,11892736,34,2966,999,1,19.00
571522,11982848,12,2988,1000,0,22.00
571549,11761664,12,2934,1000,54,35.00
571570,3823616,4,996,3000,0,43.00
571589,3823616,4,996,3000,0,29.00
