FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
505183,-19456,0,0,0,304,16.00
505206,7967232,8,1992,1000,0,17.00
505229,3363328,4,868,1000,1128,19.00
505252,3887616,4,996,2000,0,30.00
505272,2953728,4,768,2000,228,17.00
505294,7877120,30,1970,1000,0,15.00
505316,7877120,30,1970,1000,0,13.00
505340,7877120,30,1970,1000,0,20.00
505363,7877120,30,1970,1000,1,18.00
505387,7877120,30,1970,1000,0,17.00
505410,7877120,30,1846,1000,11,25.00
505430,3797504,26,974,2000,0,30.00
505449,3797504,26,974,2000,0,15.00
505471,7967232,8,1992,1000,0,15.00
505494,3985920,4,1020,1000,976,17.00
505516,3883520,5,995,2000,0,30.00
505536,852480,1,255,2000,744,19.00
505559,7967232,8,1992,1000,0,18.00
505581,4002304,6,1024,1000,970,17.00
505603,7877120,30,1970,1000,0,16.00
505625,4059648,15,1132,1007,846,17.00
505648,7877120,30,1970,1000,0,20.00
505671,7832064,30,1959,1000,11,17.00
505695,7877120,30,1970,1000,0,19.00
505718,4010496,5,1026,1000,969,9.00
505742,11973120,30,2970,0,0,5.00
505767,11026944,30,2739,0,231,5.00
505792,12042752,13,2987,0,0,5.00
505817,9105920,9,2270,0,721,6.00
505842,11964928,32,2968,0,0,3.00
505868,11493888,31,2853,0,116,19.00
505889,7877120,30,1970,1000,0,15.00
505911,7877120,30,1970,999,0,13.00
505933,7877120,30,1970,1000,0,17.00
505955,7877120,30,1970,1000,0,14.00
505978,7893504,26,1974,1000,0,20.00
506001,7893504,26,1974,1000,0,17.00
506025,7877120,30,1970,1000,0,19.00
506048,7877120,30,1970,1000,0,17.00
506071,7963136,9,1991,1000,0,17.00
506094,7868928,8,1968,1000,24,11.00
506118,12046848,12,2988,0,0,5.00
506144,11907584,12,2954,0,34,21.00
506165,3887616,4,996,1999,1,29.00
506185,3887616,4,996,2000,0,15.00
