FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
594619,-17152,0,0,0,268,8.00
594627,15998464,16,3984,1000,0,4.00
594635,19987968,42,4958,0,0,12.87
594643,11824640,35,2965,2000,0,5.00
594651,19987968,42,4958,0,0,18.00
594658,3759616,4,996,4000,0,14.00
594666,7749120,30,1970,3000,0,7.00
594674,15941120,30,3970,1000,0,7.00
594682,20004352,38,4962,0,0,5.00
594690,19987968,42,4958,0,0,10.00
594698,11914752,13,2987,2000,0,8.00
594706,15924736,34,3966,1000,0,10.00
594714,11841024,31,2969,2000,0,8.00
594723,20004352,38,4962,0,0,7.00
594731,15924736,34,3966,1000,0,8.00
594739,15924736,34,3966,1000,0,7.00
594747,19971584,42,4954,0,4,11.00
594755,7749120,30,1970,3000,0,9.00
594763,15924736,34,3966,1000,0,9.00
594771,15998464,16,3984,1000,0,9.00
594779,7740928,32,1968,3000,0,13.00
594787,11828736,34,2966,2000,0,8.00
594795,20004352,38,4962,0,0,7.00
594803,15924736,34,3966,1000,0,7.00
594811,15957504,26,3974,1000,0,9.00
594819,15908352,38,3962,1000,0,7.00
594827,15908352,38,3962,1000,0,8.00
594836,15998464,16,3984,1000,0,9.00
594844,15912448,37,3963,1000,0,7.00
594852,11918848,12,2988,2000,0,11.00
594860,20078080,20,4980,0,0,5.00
594868,15908352,38,3962,1000,0,6.00
594876,15908352,38,3962,868,132,8.00
594884,7826944,11,1989,2000,1000,11.00
594892,15920640,35,3965,1000,0,8.00
594900,11927040,34,2990,1000,976,10.00
594908,15937024,31,3969,1000,0,6.00
594916,15920640,35,3965,612,388,9.00
594924,12729856,34,3186,0,1641,7.00
594932,15924736,34,3966,0,1000,9.00
594941,12111360,13,3035,242,1710,8.00
594949,15920640,35,3965,1000,1000,9.00
594957,9530880,34,2405,1666,895,15.00
594964,7749120,30,1970,3000,0,8.00
594972,15924736,34,3966,1000,0,7.00
