FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
368824,-1088,0,0,0,17,2.00
368834,7941120,30,1970,0,0,6.00
368843,3951616,4,996,1000,0,2.00
368853,8031232,8,1992,0,0,7.00
368863,3951616,4,996,1000,0,6.00
368873,3951616,4,996,1000,0,2.00
368883,8031232,8,1992,0,0,6.00
368893,3951616,4,996,1000,0,7.00
368903,3951616,4,996,1000,0,3.00
368913,8031232,8,1992,0,0,7.00
368922,3951616,4,996,1000,0,3.00
368933,8031232,8,1992,0,0,10.00
368942,-128000,0,0,2000,0,4.00
368952,8031232,8,1992,0,0,2.00
368962,7941120,30,1970,0,0,5.00
368972,3951616,4,996,1000,0,5.00
368982,7941120,30,1970,0,0,3.00
368992,7941120,30,1970,0,0,2.00
369002,8027136,9,1991,0,0,3.00
369012,7937024,31,1969,0,0,5.00
369022,3861504,26,974,1000,0,7.92
369032,3951616,4,996,1000,0,8.91
369041,-128000,0,0,2000,0,6.93
369051,7941120,30,1970,0,0,2.00
369061,7957504,26,1974,0,0,2.00
369071,8031232,8,1992,0,0,6.00
369081,3951616,4,996,1000,0,5.00
369091,8031232,8,1992,0,0,2.00
369101,8027136,9,1991,0,0,3.00
369111,8031232,8,1992,0,0,4.00
369121,3951616,4,996,1000,0,8.00
369131,3861504,26,974,1000,0,5.00
369141,8031232,8,1992,0,0,4.00
369151,3951616,4,996,999,1,6.00
369161,7941120,30,1970,0,0,2.00
369171,7941120,30,1970,0,0,3.00
369181,3861504,26,974,1000,0,7.00
369191,3861504,26,974,1000,0,6.00
369201,3951616,4,996,1000,0,7.00
369211,-128000,0,0,2000,0,10.00
369220,3951616,4,996,500,500,7.00
369230,-128000,0,0,1000,1000,7.00
369240,7932928,30,1968,0,2,2.00
369250,-128000,0,0,1000,1000,7.00
369259,6032384,30,1504,0,466,2.00
