FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
580426,-320,0,0,0,5,19.00
580440,7813120,30,1970,2000,0,20.00
580454,7813120,30,1970,2000,0,22.00
580468,7813120,0,0,2000,1711,5.00
580484,16062464,16,3984,0,0,3.00
580501,16062464,16,3984,0,0,4.00
580518,12179456,12,3036,0,952,4.00
580535,15972352,38,3962,0,0,4.00
580551,15972352,38,3962,0,0,5.00
580568,15890432,35,3942,0,23,12.00
580584,11892736,34,2966,1000,0,13.00
580599,11892736,34,2966,1000,0,14.00
580613,2664448,4,713,1000,1500,5.00
580630,16062464,16,3984,0,0,4.00
580647,16062464,16,3984,0,0,4.00
580664,15321088,38,3803,0,159,14.00
580679,11892736,34,2966,1000,0,13.00
580694,11892736,34,2966,1000,0,13.00
580709,9865216,34,2471,1107,388,14.00
580724,11892736,34,2966,1000,0,12.00
580740,11892736,34,2966,1000,0,15.00
580756,5490688,26,1403,1000,1571,5.00
580773,15972352,38,3962,0,0,3.00
580790,15972352,38,3962,0,0,5.00
580807,7665664,9,1934,0,2057,11.00
580823,11982848,12,2988,1000,0,13.00
580839,11982848,12,2988,1000,0,14.00
580854,4106240,5,1065,1000,1147,5.00
580871,15972352,38,3962,0,0,4.00
580888,15972352,38,3962,0,0,4.00
580904,13305856,33,3311,119,537,21.00
580918,7813120,30,1970,2000,0,23.00
580932,7813120,30,1970,2000,0,22.00
580946,-256000,0,0,2270,1730,14.00
580961,11892736,34,2966,1000,0,12.00
580976,11892736,34,2966,1000,0,13.00
580991,15988736,34,3944,0,22,13.00
581006,11905024,31,2969,1000,0,13.00
581021,11905024,31,2969,1000,0,13.00
581036,7829504,26,1973,1000,1000,13.00
581052,11909120,30,2970,1000,0,13.00
581067,11909120,30,2970,1000,0,14.00
581082,11130880,12,2780,500,708,5.00
581099,15968256,39,3961,0,0,4.00
581116,15968256,39,3961,0,0,3.00
