FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
495437,-12800,0,0,0,200,25.00
495475,7967232,8,1992,1000,0,25.00
495512,-192000,0,0,1000,2000,9.00
495554,11956736,34,2966,0,0,6.00
495596,11137536,34,2766,0,313,48.00
495622,-192000,0,0,3000,0,46.00
495650,-192000,0,0,3000,1,9.00
495690,12046848,12,2988,0,0,8.00
495732,12046848,12,2988,0,0,20.00
495768,7873024,31,1969,1000,0,28.00
495802,7873024,31,1969,1000,0,27.00
495834,7868928,32,1968,1000,0,27.00
495867,7868928,32,1968,1000,0,8.00
495908,11973120,30,2970,0,0,7.00
495949,11551232,30,2867,0,103,27.72
495986,7963136,9,1991,1000,0,28.00
496022,7963136,9,1991,1000,0,26.00
496059,7873024,31,1969,1000,0,29.00
496095,7873024,31,1969,1000,0,34.00
496129,3883520,5,995,2000,0,41.00
496159,3883520,5,995,2000,0,11.00
496199,11973120,30,2970,0,0,7.00
496241,11973120,30,2970,0,0,27.00
496274,7877120,30,1970,1000,0,25.00
496308,7877120,30,1970,1000,0,35.00
496340,3883520,5,995,2000,0,43.00
496369,3883520,5,995,2000,0,28.00
496403,7877120,30,1970,1000,0,27.00
496435,7877120,30,1970,999,0,23.00
496472,7967232,8,1992,1000,0,29.00
496509,7967232,8,1992,999,1,11.00
496550,11952640,35,2965,0,0,8.00
496591,11952640,35,2965,0,0,34.00
496624,3883520,5,995,2000,0,36.00
496656,3883520,5,995,2000,0,15.00
496696,11948544,36,2964,0,0,8.00
496738,11948544,36,2964,0,0,8.00
496780,11973120,30,2970,0,0,8.00
496822,11973120,30,2970,0,0,7.00
496863,12038656,14,2986,0,0,8.00
496906,12038656,14,2986,0,0,9.00
496947,11956736,34,2966,0,0,7.00
496988,11956736,34,2966,0,0,21.00
497026,7963136,9,1991,1000,0,27.00
497063,7963136,9,1991,1000,0,33.00
