FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
299389,0,0,0,0,1000,7.00
299512,4015616,4,996,0,0,7.00
299637,4015616,4,996,0,0,6.00
299760,4015616,4,996,0,0,7.00
299885,3036672,4,757,174,66,54.00
299972,-64000,0,0,999,1,47.00
300066,-64000,0,0,1000,0,8.00
300190,4015616,4,996,0,0,5.00
300315,4015616,4,996,0,0,7.00
300440,4015616,4,996,0,0,7.00
300565,2500096,3,626,0,371,7.00
300691,3921408,27,973,0,0,7.00
300816,2016768,4,996,0,0,6.00
300942,4015616,4,996,0,0,8.00
301066,4015616,4,996,0,0,7.00
301192,4015616,4,996,0,0,8.00
301316,4015616,4,996,0,0,6.00
301441,4015616,4,996,0,0,7.00
301566,3130880,4,780,215,79,55.00
301652,-64000,0,0,1000,0,56.00
301739,-64000,0,0,1000,1,9.00
301864,4015616,4,996,0,0,7.00
301990,4015616,4,996,0,0,6.00
302114,4015616,4,996,0,0,8.00
302240,2762240,3,690,0,307,7.00
302365,3925504,26,974,0,0,7.00
302491,4015616,4,996,0,0,7.92
302616,4015616,4,996,0,0,6.93
302739,4015616,4,996,0,0,7.00
302865,4015616,4,996,0,0,7.00
302991,3229184,4,804,142,50,53.00
303089,-64000,0,0,1000,0,44.00
303187,-64000,0,0,1000,0,7.00
303311,4015616,4,996,0,0,8.00
303436,4015616,4,996,0,0,7.00
303561,3925504,26,974,0,0,7.00
303686,3925504,26,974,0,0,8.00
303812,4015616,4,996,0,0,6.00
303936,3753472,4,932,0,64,53.00
304027,-64000,0,0,1000,0,54.00
304116,-64000,0,0,1000,0,46.00
304214,-64000,0,0,999,1,54.00
304303,-64000,0,0,1000,0,9.00
304429,4015616,4,996,0,0,7.00
304555,4015616,4,996,0,0,7.00
