FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
543390,-18112,0,0,0,283,9.00
543431,15972352,38,3962,0,2666,10.00
543472,6236160,16,1585,9,2390,10.00
543514,15431680,38,3870,0,92,42.00
543544,7755776,11,1956,2000,33,37.00
543574,7903232,8,1992,2000,0,10.00
543615,16062464,16,3984,0,0,10.00
543657,15972352,38,3962,0,0,37.00
543688,7899136,9,1991,2000,0,38.00
543718,7813120,30,1970,2000,0,21.00
543754,11892736,34,2966,1000,0,15.00
543793,16005120,30,3970,0,0,40.00
543823,3733504,26,974,3000,0,29.00
543856,11909120,30,2970,1000,0,14.00
543896,15988736,34,3966,0,0,21.00
543932,11892736,34,2966,1000,1,26.00
543966,11892736,34,2966,1000,0,36.00
543998,7895040,10,1990,2000,0,39.00
544027,7813120,30,1970,2000,0,30.00
544060,11909120,30,2970,1000,0,32.00
544093,7895040,10,1990,2000,0,42.00
544123,-256000,0,0,4000,0,39.00
544153,7903232,8,1992,2000,0,32.00
544186,11888640,35,2965,1000,0,32.00
544218,7813120,30,1970,1999,0,26.00
544253,15972352,38,3962,0,0,11.00
544294,16058368,17,3983,0,0,16.00
544333,11884544,36,2964,1000,0,23.00
544368,11892736,34,2966,1000,0,27.00
544402,11892736,34,2966,1000,0,24.00
544437,7903232,8,1992,2000,0,31.00
544469,11892736,34,2966,1000,0,23.00
544505,15984640,35,3965,0,0,17.00
544544,7829504,26,1974,2000,0,32.00
544576,15988736,34,3966,0,0,14.00
544615,7829504,26,1974,2000,0,37.00
544644,11892736,34,2966,1000,0,25.00
544679,15988736,34,3966,0,0,11.00
544719,16021504,26,3974,0,0,14.00
544759,7903232,8,1992,2000,0,35.00
544791,7809024,31,1969,2000,0,38.00
544821,7813120,30,1970,2000,0,38.00
544850,15972352,38,3962,0,0,11.00
544891,16058368,17,3983,0,0,11.00
544933,16062464,16,3984,0,0,10.00
