FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
573932,-32000,0,0,0,500,6.00
573938,11982848,12,2988,1000,0,4.00
573943,11982848,12,2988,1000,0,5.00
573949,8050688,9,2028,1000,963,6.00
573954,11909120,30,2970,1000,0,5.00
573960,11909120,30,2970,1000,0,5.00
573965,10823680,27,2705,1000,268,4.00
573971,11892736,34,2966,1000,0,5.00
573976,11892736,34,2966,1000,0,4.00
573982,2729984,3,729,1000,2268,3.00
573987,16062464,16,3984,0,0,2.00
573993,16062464,16,3984,0,0,2.00
573998,11962368,12,2983,0,1005,5.00
574004,11982848,12,2988,1000,0,4.00
574010,11982848,12,2988,1000,0,5.00
574015,7899136,9,1991,1000,1000,3.00
574021,15988736,34,3966,0,0,2.00
574026,15988736,34,3966,0,0,2.00
574032,11896832,28,2967,0,1005,2.00
574037,15988736,34,3966,0,0,2.00
574043,15988736,34,3966,0,0,1.00
574048,10221568,12,2558,0,1430,7.00
574054,11892736,34,2966,1000,0,5.00
574059,11892736,34,2966,1000,0,5.00
574065,10635264,31,2659,1,1307,2.00
574070,15988736,34,3966,0,0,1.00
574076,15988736,34,3966,0,0,2.00
574082,12064768,28,3008,0,964,2.00
574087,15988736,34,3966,0,0,1.00
574093,15988736,34,3966,0,0,2.00
574098,12212224,28,3044,2,927,2.00
574104,16005120,30,3970,0,0,2.00
574110,16005120,30,3970,0,0,1.00
574115,6223872,8,1962,0,2030,7.00
574121,7903232,8,1992,2000,0,9.00
574126,7903232,8,1992,2000,0,9.00
574131,3184640,4,840,1999,1157,3.00
574137,15988736,34,3966,0,0,2.00
574142,15988736,34,3966,0,0,2.00
574148,3475456,5,911,0,3084,3.00
574153,16062464,16,3984,0,0,1.00
574159,16062464,16,3984,0,0,2.00
574165,7890944,9,1989,0,2002,8.00
574170,7899136,9,1991,2000,0,8.00
574175,7899136,9,1991,2000,0,7.00
