FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
447405,-384,0,0,0,1049,7.00
447467,7941120,30,1970,0,0,7.00
447530,7941120,30,1970,0,0,7.00
447593,6528000,30,1625,0,345,50.00
447630,-128000,0,0,2000,0,46.00
447669,-128000,0,0,2000,0,45.00
447710,-128000,0,0,1999,1,8.00
447773,7941120,30,1970,0,0,7.00
447835,7941120,30,1970,0,0,8.00
447898,7883776,29,1953,0,18,7.00
447960,7957504,26,1974,0,0,7.00
448023,7957504,26,1974,0,0,8.00
448086,-128000,0,0,0,1778,7.00
448149,8031232,8,1992,0,0,7.00
448211,8031232,8,1992,0,0,8.00
448273,8031232,8,1992,0,0,7.00
448336,8031232,8,1992,0,0,7.00
448399,8031232,8,1992,0,0,8.00
448461,8031232,8,1992,0,0,6.00
448524,8031232,8,1992,0,0,7.00
448586,8031232,8,1992,0,0,8.00
448648,7949312,28,1972,0,0,7.00
448711,7949312,28,1972,0,0,8.00
448774,7949312,28,1972,0,0,7.00
448836,2800640,26,715,926,333,49.00
448876,-128000,0,0,2000,1,52.00
448913,-128000,0,0,2000,0,52.00
448950,-128000,0,0,1143,857,36.00
449002,3951616,4,996,1000,0,37.00
449053,3951616,4,996,1000,0,32.00
449106,3951616,4,996,1000,1,34.00
449158,3951616,4,996,1000,0,37.00
449210,3951616,4,996,1000,0,36.00
449259,3951616,4,996,1000,0,8.00
449322,8031232,8,1992,0,0,6.00
449384,8031232,8,1992,0,0,8.00
449446,7941120,30,1970,0,0,8.00
449509,7937024,31,1969,0,0,7.00
449572,7937024,31,1969,0,0,8.00
449634,7941120,30,1970,0,0,6.00
449697,7941120,30,1970,0,0,8.00
449760,7941120,30,1970,0,0,8.00
449822,3951616,4,996,0,1000,7.00
449885,8031232,8,1992,0,0,7.00
449948,8031232,8,1992,0,0,8.00
