FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
216672,0,0,0,0,42,14.00
216703,-64000,0,0,1000,0,3.00
216734,4015616,4,996,0,0,3.00
216765,3925504,26,974,0,0,16.00
216794,-64000,0,0,1000,0,4.00
216825,3925504,26,974,0,0,2.00
216857,4015616,4,996,0,0,14.00
216886,-64000,0,0,1000,0,4.00
216917,4015616,4,996,0,0,3.00
216949,4015616,4,996,0,0,14.00
216978,-64000,0,0,1000,0,5.00
217009,3925504,26,974,0,0,2.00
217040,4015616,4,996,0,0,2.00
217071,4015616,4,996,0,0,2.97
217103,4015616,4,996,0,0,2.00
217134,4015616,4,996,0,0,14.00
217163,-64000,0,0,1000,0,7.00
217194,4015616,4,996,0,0,3.00
217225,4015616,4,996,0,0,2.00
217257,4015616,4,996,0,0,3.00
217288,4015616,4,996,0,0,2.00
217319,3925504,26,974,0,0,2.00
217350,4015616,4,996,0,0,3.00
217382,4015616,4,996,0,0,12.00
217411,-64000,0,0,1000,0,8.91
217441,4015616,4,996,0,0,10.00
217471,-64000,0,0,1000,0,10.00
217501,4015616,4,996,0,0,3.00
217532,4015616,4,996,0,0,2.00
217564,4015616,4,996,0,0,3.00
217595,3925504,26,974,0,0,9.00
217625,-64000,0,0,1000,0,12.00
217655,4015616,4,996,0,0,7.00
217685,-64000,0,0,1000,0,17.00
217714,-64000,0,0,1000,0,13.00
217743,4015616,4,996,0,0,5.00
217774,-64000,0,0,1000,0,16.00
217803,-64000,0,0,1000,0,16.00
217832,4015616,4,996,0,0,2.00
217863,4015616,4,996,0,0,2.00
217895,4015616,4,996,0,0,2.00
217926,3925504,26,974,0,0,3.00
217958,4015616,4,996,0,0,2.00
217989,4015616,4,996,0,0,4.00
218020,-64000,0,0,1000,0,17.00
