FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
609819,-2368,0,0,0,37,7.00
609827,15908352,38,3962,1000,0,7.00
609835,15908352,38,3962,1000,0,13.00
609843,11918848,12,2988,2000,0,13.00
609851,11918848,12,2988,2000,0,9.00
609859,15998464,16,3984,1000,0,6.00
609867,15998464,16,3984,1000,0,9.00
609875,11918848,12,2988,2000,0,13.00
609882,7937536,8,2016,2000,976,5.00
609891,20078080,20,4980,0,0,3.00
609899,20078080,20,4731,0,716,7.00
609907,15916544,36,3964,1000,0,7.00
609915,12242432,31,3067,1000,902,6.00
609924,19987968,42,4958,0,0,2.00
609932,15994368,16,3983,0,1001,5.00
609940,19987968,42,4958,0,0,2.00
609949,19963392,42,4952,0,6,4.00
609957,20020736,34,4966,0,0,2.00
609965,19602944,34,4864,0,102,12.00
609973,11918848,12,2988,2000,0,13.00
609981,11918848,12,2988,2000,0,8.00
609989,15908352,38,3962,1000,0,7.00
609997,11922944,35,2989,1000,976,7.00
610005,15908352,38,3962,1000,0,8.00
610014,15908352,38,3962,1000,1,5.00
610022,20078080,20,4980,0,0,3.00
610030,20078080,20,4980,0,0,6.00
610038,15920640,35,3965,1000,0,8.00
610046,15302144,35,3814,1000,151,12.00
610054,11845120,30,2970,2000,0,13.00
610062,11845120,30,2970,2000,0,13.00
610070,11828736,34,2966,2000,0,12.00
610078,11828736,34,2966,2000,0,5.00
610086,20004352,38,4962,0,0,2.00
610094,20004352,38,4962,0,0,10.00
610102,15924736,34,3966,1000,0,8.00
610110,15924736,34,3966,1000,0,9.00
610118,11828736,34,2966,2000,0,13.00
610126,11828736,34,2966,2000,0,8.00
610134,15957504,26,3974,1000,0,8.00
610142,15957504,26,3974,1000,0,8.00
610150,15908352,38,3962,1000,0,6.00
610159,15908352,38,3962,1000,0,5.00
610167,19987968,42,4958,0,0,2.00
610175,19987968,42,4958,0,0,7.00
