FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
592513,-3456,0,0,0,54,6.00
592517,15941120,30,3963,1000,7,6.00
592521,15908352,38,3962,1000,0,5.00
592526,15908352,38,3962,1000,786,3.00
592531,20004352,38,4962,0,0,4.00
592535,19987968,42,4958,0,0,6.00
592540,11828736,34,2966,2000,0,6.00
592544,20004352,38,4962,0,0,7.00
592548,11845120,30,2970,2000,0,5.00
592553,15912448,37,3963,1000,0,8.00
592557,11824640,35,2965,2000,0,5.00
592562,15924736,34,3966,1000,0,5.00
592566,15924736,34,3966,1000,0,5.00
592571,15957504,26,3974,1000,0,5.00
592576,15998464,16,3984,1000,0,4.00
592580,20016640,35,4965,0,0,7.00
592585,11828736,34,2966,2000,0,5.00
592589,20020736,34,4966,0,0,5.00
592594,20004352,38,4962,0,0,5.00
592598,11918848,12,2988,2000,0,7.00
592603,7831040,10,1990,3000,0,6.00
592607,11918848,12,2988,2000,0,9.00
592612,7749120,30,1970,3000,0,7.00
592616,15998464,16,3984,1000,0,5.00
592621,20004352,38,4962,0,0,4.00
592625,19987968,42,4958,0,0,4.00
592630,19987968,42,4958,0,0,5.00
592634,11918848,12,2988,2000,0,6.00
592639,20000256,39,4961,0,0,4.00
592643,15924736,34,3966,1000,0,4.00
592648,11820544,36,2964,1171,829,8.00
592652,18030080,42,4480,0,478,5.00
592657,15924736,34,3966,1000,0,6.00
592662,12951040,37,3463,1000,500,5.00
592666,16387584,18,4079,0,903,5.00
592671,15117824,35,3769,1000,196,6.00
592675,5045760,6,1632,2277,968,7.00
592680,18038272,18,4482,0,500,4.00
592684,15150592,34,3777,0,1189,4.00
592689,15924736,34,3966,154,846,5.00
592693,16023040,34,3990,0,976,5.00
592698,16104960,38,4010,0,952,4.00
592702,15130112,37,3772,1000,191,4.00
592707,6372864,30,1634,1084,2252,7.00
592711,11943424,34,2994,678,1294,5.00
