FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
318007,-192,0,0,2,62,28.00
318065,-64000,0,0,1000,0,29.00
318118,-64000,0,0,1000,0,34.00
318170,-64000,0,0,999,0,4.00
318232,4015616,4,996,0,0,4.00
318295,4015616,4,996,0,0,3.00
318357,4015616,4,996,0,0,4.00
318420,4015616,4,996,0,0,3.00
318481,4015616,4,996,0,0,4.00
318543,4015616,4,996,0,0,4.00
318606,4015616,4,996,0,0,4.00
318669,4015616,4,996,0,0,4.00
318731,3925504,26,974,0,0,4.00
318793,3925504,26,974,0,0,3.00
318855,3925504,26,974,0,0,5.00
318918,4015616,4,996,0,0,3.00
318981,4015616,4,996,0,0,4.00
319044,4015616,4,996,0,0,4.00
319107,4015616,4,996,0,0,4.00
319169,4015616,4,996,0,0,4.00
319231,4015616,4,996,0,0,4.00
319294,1299968,2,333,492,173,33.00
319346,-64000,0,0,1000,0,34.00
319397,-64000,0,0,1000,0,30.00
319448,-64000,0,0,0,1000,4.00
319511,4015616,4,996,0,0,4.00
319574,4015616,4,996,0,0,4.00
319637,4015616,4,996,0,0,3.00
319699,4015616,4,996,0,0,3.00
319762,4015616,4,996,0,0,3.00
319822,4015616,4,996,0,0,3.00
319884,4015616,4,996,0,0,4.00
319946,4015616,4,996,0,0,4.00
320009,1046016,2,271,544,183,27.00
320063,-64000,0,0,1000,0,34.00
320114,-64000,0,0,1000,0,33.00
320165,-64000,0,0,0,1000,4.00
320228,4015616,4,996,0,0,4.00
320291,4015616,4,996,0,0,3.00
320353,2557440,3,640,176,181,33.00
320405,-64000,0,0,999,0,33.00
320456,-64000,0,0,1000,0,32.00
320508,-64000,0,0,1000,0,4.00
320571,4015616,4,996,0,0,3.00
320633,4015616,4,996,0,0,4.00
