FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
364235,-64,0,0,0,1,23.00
364279,-64000,0,0,1000,0,25.00
364323,-64000,0,0,999,1,28.00
364366,-64000,0,0,1000,0,3.00
364416,4015616,4,996,0,0,3.00
364466,4015616,4,996,0,0,3.00
364516,4015616,4,996,0,0,20.00
364562,-64000,0,0,1000,1,28.00
364605,-64000,0,0,1000,0,28.00
364647,-64000,0,0,1000,0,3.00
364698,4015616,4,996,0,0,3.00
364748,4015616,4,996,0,0,3.00
364799,4015616,4,996,0,0,3.00
364849,4015616,4,996,0,0,3.00
364900,4015616,4,996,0,0,2.00
364949,1558016,4,996,0,0,2.97
365000,4015616,4,996,0,0,2.00
365050,4015616,4,996,0,0,4.00
365100,4015616,4,996,0,0,3.00
365151,4015616,4,996,0,0,2.00
365201,4015616,4,996,0,0,4.00
365251,3925504,26,974,0,0,3.00
365301,3925504,26,974,0,0,3.00
365352,3925504,26,974,0,0,3.00
365402,4015616,4,996,0,0,3.00
365453,4015616,4,996,0,0,3.00
365503,4015616,4,996,0,0,3.00
365553,4015616,4,996,0,0,3.00
365603,4015616,4,996,0,0,3.00
365653,4015616,4,996,0,0,4.00
365703,3921408,27,973,0,0,3.00
365754,3921408,27,973,0,0,3.00
365804,3921408,27,973,0,0,3.00
365854,4015616,4,996,0,0,3.00
365904,4015616,4,996,0,0,3.00
365955,4015616,4,996,0,0,3.00
366005,1127936,3,291,485,221,28.00
366047,-64000,0,0,1000,0,28.00
366090,-64000,0,0,999,1,28.00
366133,980480,1,255,297,447,3.00
366183,4015616,4,996,0,0,2.00
366233,4015616,4,996,0,0,4.00
366283,4015616,4,996,0,0,3.00
366334,4015616,4,996,0,0,3.00
366384,4015616,4,996,0,0,3.00
