FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
414079,-576,0,0,0,9,7.00
414141,8031232,8,1992,0,0,7.00
414203,7334912,8,1822,0,336,49.00
414242,-128000,0,0,2000,0,51.00
414279,-128000,0,0,2000,0,8.00
414341,7941120,30,1970,0,0,6.00
414403,7941120,30,1970,0,0,7.00
414466,7957504,26,1974,0,0,8.00
414528,7957504,26,1974,0,0,32.00
414580,3947520,5,995,999,1,33.00
414626,3865600,5,975,1000,20,33.00
414679,3951616,4,996,1000,0,37.00
414730,3951616,4,996,999,1,8.00
414792,8031232,8,1992,0,0,7.00
414855,8031232,8,1992,0,0,29.00
414912,3947520,5,995,1000,0,34.00
414963,3947520,5,995,1000,0,47.00
415005,-128000,0,0,1999,0,52.00
415042,-128000,0,0,2000,0,31.00
415088,3861504,26,974,1000,0,34.00
415132,3861504,26,974,999,0,27.00
415187,3951616,4,996,1000,0,36.00
415238,3951616,4,996,1000,0,11.00
415298,8031232,8,1992,0,0,7.00
415361,8031232,8,1992,0,0,9.00
415423,7941120,30,1970,0,0,6.00
415485,7941120,30,1970,0,0,31.00
415538,3951616,4,996,1000,0,37.00
415589,3951616,4,996,1000,0,30.00
415644,3951616,4,996,1000,0,37.00
415694,3951616,4,996,1000,1,8.00
415755,7941120,30,1970,0,0,7.00
415817,7941120,30,1970,0,0,9.00
415880,8031232,8,1992,0,0,7.00
415943,8031232,8,1992,0,0,41.58
415986,-128000,0,0,2000,0,44.00
416027,-128000,0,0,2000,1,14.00
416087,7941120,30,1970,0,0,7.00
416149,7941120,30,1970,0,0,39.00
416194,-128000,0,0,2000,0,51.00
416231,-128000,0,0,2000,0,15.00
416287,8031232,8,1992,0,0,7.00
416349,8031232,8,1992,0,0,9.00
416412,8031232,8,1992,0,0,6.00
416474,8031232,8,1992,0,0,7.00
