FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
462403,-896,0,0,0,14,6.00
462465,7941120,30,1970,0,0,6.00
462528,7941120,30,1970,0,0,7.00
462590,850944,12,239,8,1741,7.00
462653,7941120,30,1970,0,0,8.00
462716,7941120,30,1970,0,0,6.00
462778,7941120,30,1970,0,0,6.00
462841,7941120,30,1970,0,0,7.00
462904,7941120,30,1970,0,0,9.00
462966,8031232,8,1992,0,0,7.00
463029,8031232,8,1992,0,0,6.00
463091,8031232,8,1992,0,0,8.00
463154,5950464,8,1484,367,141,36.00
463206,3943424,6,994,1000,0,37.00
463257,3943424,6,994,1000,0,37.00
463307,3951616,4,996,1000,0,7.00
463370,8031232,8,1992,0,0,6.93
463433,8031232,8,1992,0,0,7.92
463495,7953408,27,1973,0,0,6.00
463559,7953408,27,1973,0,0,7.00
463621,7953408,27,1973,0,0,7.00
463684,7941120,30,1970,0,0,7.00
463747,7941120,30,1970,0,0,7.00
463809,7941120,30,1970,0,0,8.00
463872,6224896,29,1551,296,124,30.00
463918,3861504,26,974,1000,1,27.00
463969,3861504,26,974,1000,0,34.00
464013,3951616,4,996,1000,0,7.00
464076,8031232,8,1992,0,0,6.00
464139,8031232,8,1992,0,0,9.00
464201,7953408,27,1973,0,0,7.00
464263,7953408,27,1973,0,0,7.00
464326,7953408,27,1973,0,0,7.00
464389,8031232,8,1992,0,0,7.00
464451,8031232,8,1992,0,0,7.00
464514,8031232,8,1992,0,0,7.00
464577,5643264,6,1409,403,182,37.00
464628,3951616,4,996,1000,0,37.00
464679,3951616,4,996,1000,0,37.00
464729,3951616,4,996,999,1,36.00
464780,3951616,4,996,1000,0,34.00
464832,3951616,4,996,1000,0,35.00
464881,3951616,4,996,1000,0,7.00
464944,8031232,8,1992,0,0,7.00
465007,8031232,8,1992,0,0,8.00
