FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
540690,-896,0,0,0,14,5.94
540717,15988736,34,3734,0,232,28.00
540740,7895040,10,1990,2000,1,19.00
540765,11909120,30,2970,999,1,19.00
540789,11892736,34,2775,1000,6,26.00
540812,7813120,30,1970,2000,0,22.00
540836,7809024,31,1969,2000,0,11.00
540863,16005120,30,3970,0,0,7.00
540891,15988736,34,3966,0,0,8.00
540918,15988736,34,3966,0,0,16.00
540945,7903232,8,1992,1000,1000,12.00
540972,16062464,12,2988,0,1000,15.00
540997,11892736,34,2966,1000,0,30.00
541018,7825408,27,1973,2000,0,13.00
541044,15972352,38,3962,0,0,19.00
541070,11909120,30,2970,1000,0,21.00
541095,11892736,34,2966,1000,0,22.00
541119,7809024,31,1969,2000,0,23.00
541144,7903232,8,1992,2000,0,12.00
541170,15972352,38,3962,0,0,8.00
541198,16062464,16,3984,0,0,8.00
541226,15992832,33,3967,0,0,14.00
541251,11909120,30,2970,1000,0,20.00
541276,11982848,12,2988,1000,0,28.00
541299,3729408,27,973,3000,0,24.00
541322,16062464,16,3984,0,0,11.00
541349,11892736,34,2966,1000,0,17.00
541374,11982848,12,2988,1000,0,13.00
541400,16058368,17,3983,0,0,15.00
541427,3823616,4,996,3000,0,31.00
541450,11892736,34,2966,1000,0,22.00
541474,7804928,32,1968,2000,0,22.00
541497,11892736,34,2966,1000,0,14.00
541523,11888640,35,2965,1000,0,25.00
541546,3823616,4,996,3000,0,33.00
541568,7809024,31,1969,1999,1,30.00
541590,7903232,8,1992,2000,0,24.00
541614,11888640,35,2965,1000,0,18.00
541638,7829504,26,1974,2000,0,28.00
541660,16005120,30,3970,0,0,8.00
541688,15968256,39,3961,0,0,10.00
541715,11978752,13,2987,1000,0,15.00
541741,8394752,30,2112,1145,713,32.00
541762,3823616,4,996,999,1976,20.00
541786,15288320,37,3795,1,604,19.00
