FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
600910,-3392,0,0,0,53,24.00
600928,7839232,8,1992,2000,1000,26.00
600945,7745024,31,1969,3000,0,17.00
600964,15908352,37,3962,1001,0,23.00
600982,11914752,13,2987,2000,0,17.00
601000,15900160,40,3960,1000,0,17.00
601019,11841024,31,2969,2000,0,27.00
601037,7839232,8,1992,3000,0,18.00
601055,11824640,35,2965,1999,1,12.00
601075,20020736,34,4966,0,0,24.00
601092,3759616,4,996,4000,0,25.00
601110,15998464,16,3984,1000,0,17.00
601129,15924736,34,3966,1000,0,17.00
601148,11845120,30,2970,2000,0,14.00
601167,19987968,42,4958,0,0,11.00
601187,15986176,19,3981,1000,0,25.00
601204,11828736,34,2966,2000,0,14.00
601223,19987968,42,4958,0,0,9.00
601244,19987968,42,4958,0,0,8.00
601264,19983872,43,4957,0,0,13.00
601284,11906560,15,2985,2000,0,21.00
601302,15908352,38,3962,1000,0,18.00
601321,15941120,30,3970,1000,0,22.00
601339,15912448,37,3963,1000,0,13.00
601359,20004352,38,4962,0,0,9.00
601379,20073984,21,4979,0,0,12.00
601399,15900160,39,3960,1001,0,15.00
601418,20020736,34,4966,0,0,9.00
601439,15941120,30,3970,1000,0,14.00
601458,20004352,38,4962,0,0,12.00
601477,8961536,22,2266,2008,704,24.00
601494,9534976,11,2406,2000,583,25.00
601512,11361792,12,2852,2000,136,27.00
601529,11861504,26,2974,2000,0,13.00
601548,19987968,42,4958,0,0,11.00
601568,15920640,35,3965,1000,0,15.00
601587,20004352,38,4962,0,0,8.00
601607,20020736,34,4966,0,0,8.00
601628,11828736,34,2966,2000,0,22.00
601646,15998464,16,3984,1000,0,22.00
601663,11841024,31,2969,2000,0,25.00
601681,11828736,34,2966,2000,0,15.84
601699,19987968,42,4958,0,0,13.00
601720,7749120,30,1970,2482,518,24.00
601737,15908352,38,3962,799,201,16.00
