FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
453077,-384,0,0,0,6,3.00
453102,7957504,26,1974,0,0,3.00
453127,7957504,26,1974,0,0,2.00
453152,6945792,26,1727,0,247,28.00
453172,-128000,0,0,2000,0,27.00
453192,-128000,0,0,2000,0,25.00
453212,-128000,0,0,2000,0,3.00
453237,8031232,8,1992,0,0,3.00
453262,8031232,8,1992,0,0,3.00
453287,8031232,8,1992,0,0,3.00
453313,8031232,8,1992,0,0,3.00
453338,8031232,8,1992,0,0,2.00
453363,2792448,3,713,0,1284,14.00
453386,3951616,4,996,1000,0,15.00
453409,3951616,4,996,1000,0,16.00
453431,-128000,0,0,1000,1000,16.00
453455,3951616,4,996,1000,0,17.00
453477,3951616,4,996,1000,0,15.00
453500,-128000,0,545,999,1,15.00
453523,3951616,4,996,1000,0,17.00
453546,3951616,4,996,1000,0,17.00
453569,3951616,4,996,1000,0,15.00
453592,3951616,4,996,1000,0,16.00
453615,3951616,4,996,1000,0,17.00
453637,3951616,4,996,1000,0,5.00
453662,7941120,30,1970,0,0,3.00
453687,7941120,30,1970,0,0,4.00
453713,7937024,31,1969,0,0,3.00
453738,8031232,8,1992,0,0,3.00
453763,8031232,8,1992,0,0,3.00
453788,7937024,31,1969,0,0,4.00
453813,7957504,26,1974,0,0,2.97
453839,7957504,26,1974,0,0,3.00
453864,7941120,30,1970,0,0,3.00
453889,8031232,8,1992,0,0,3.00
453914,8031232,8,1992,0,0,4.00
453939,3947520,5,995,1000,0,16.00
453962,3951616,4,996,1000,0,15.00
453985,3951616,4,996,1000,0,15.00
454008,8031232,8,1992,0,0,3.00
454034,8027136,9,1991,0,0,3.00
454059,8027136,9,1991,0,0,3.96
454084,8031232,8,1992,0,976,3.00
454109,8031232,8,1992,0,0,3.00
454134,8031232,8,1992,0,0,4.00
