FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
622222,-64,0,0,0,1,5.00
622227,19987968,42,4958,0,0,2.00
622233,19987968,42,4958,0,0,1.00
622239,12361216,35,3096,0,1869,5.00
622244,20020736,34,4966,0,0,1.00
622250,20020736,34,4966,0,0,2.00
622256,11472384,12,2879,0,2109,9.00
622261,11828736,34,2966,2000,0,10.00
622267,11828736,34,2966,2000,0,9.00
622272,3968512,5,1047,2000,1948,6.00
622278,15908352,38,3962,1000,0,6.00
622283,15908352,38,3962,1000,0,6.00
622289,9825792,11,2477,1000,1512,4.00
622295,20078080,20,4980,0,0,1.00
622300,20078080,20,4980,0,0,2.00
622306,13839872,17,3457,0,1526,7.00
622312,15908352,38,3962,1000,0,6.00
622317,15908352,38,3962,1000,0,6.00
622323,12561920,31,3145,1000,824,3.00
622329,20000256,39,4961,0,0,2.00
622334,20000256,39,4961,0,0,2.00
622340,9657856,12,2436,0,2552,5.00
622346,20078080,20,4980,0,0,2.00
622352,20078080,20,4980,0,0,1.00
622357,8154624,13,2069,7,2911,10.00
622363,11836928,32,2968,1999,0,9.00
622368,11836928,32,2968,2000,0,10.00
622373,10038784,10,2529,2000,461,3.00
622379,20078080,20,4980,0,0,1.00
622385,20078080,20,4980,0,0,2.00
622391,4902400,5,1275,0,3720,11.00
622396,11918848,12,2988,2000,0,9.00
622401,11918848,12,2988,1999,0,10.00
622407,2543104,4,699,1500,2797,8.00
622412,11828736,34,2966,2000,0,10.00
622418,11828736,34,2966,2000,0,11.00
622423,8486400,31,2150,2000,819,9.00
622428,11836928,32,2968,2000,0,9.00
622434,11836928,32,2968,2000,0,7.00
622439,7650816,30,1946,2000,1024,6.00
622445,15908352,38,3962,1000,0,6.00
622451,15908352,38,3962,1000,0,6.00
622456,14806528,17,3693,1000,290,5.00
622462,19987968,42,4958,0,0,1.00
622468,19987968,42,4958,0,0,2.00
