FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
440012,-64,0,0,0,1,18.00
440027,-128000,0,0,2000,0,17.00
440042,-128000,0,0,2000,0,18.00
440057,-128000,0,0,2000,0,3.00
440074,8031232,8,1992,0,0,2.00
440091,8031232,8,1992,0,0,1.00
440107,8031232,8,1992,0,0,17.00
440122,-128000,0,0,2000,0,19.00
440137,-128000,0,0,2000,0,20.00
440151,-128000,0,0,2000,0,10.00
440167,3951616,4,996,999,0,12.00
440183,3951616,4,996,1000,0,11.00
440198,3951616,4,996,1000,0,3.00
440215,7957504,26,1974,0,0,2.00
440232,7957504,26,1974,0,0,1.98
440249,7957504,26,1974,0,0,2.97
440265,8031232,8,1992,0,0,2.00
440282,8031232,8,1992,0,0,2.00
440299,8031232,8,1992,0,0,19.00
440313,-128000,0,0,2000,0,21.00
440327,-128000,0,0,2000,0,20.79
440342,-128000,0,0,2000,0,3.00
440358,7941120,30,1970,0,0,2.00
440375,7941120,30,1970,0,0,2.00
440392,7941120,30,1970,0,0,11.00
440408,3951616,4,996,1000,0,12.00
440424,3951616,4,996,1000,1,11.00
440440,3005440,3,765,1001,231,11.00
440455,3951616,4,996,1000,0,12.00
440471,3951616,4,996,1000,0,11.00
440487,1952768,6,508,1008,478,4.00
440504,7941120,30,1970,0,0,2.00
440520,7941120,30,1970,0,0,2.00
440537,4049920,4,1154,0,0,3.00
440554,8031232,8,1992,0,0,2.00
440571,8031232,8,1992,0,0,2.00
440587,8027136,9,1991,0,0,3.00
440604,8031232,8,1992,0,0,2.00
440621,8031232,8,1992,0,0,3.00
440638,8031232,8,1992,0,0,2.00
440654,7937024,31,1969,0,0,2.00
440671,7937024,31,1969,0,0,2.00
440688,6200320,29,1545,103,323,12.00
440704,3951616,4,996,1000,0,12.00
440719,3951616,4,996,1000,0,12.00
