FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
614850,-16192,0,0,0,253,28.00
614872,11918848,12,2988,2000,0,31.00
614894,3759616,4,996,2000,2000,32.00
614915,11918848,12,2988,2000,0,28.00
614937,11107840,12,2790,2000,198,20.00
614961,15908352,38,3962,1000,0,19.00
614985,11922944,35,2989,1000,977,25.00
615009,11918848,12,2988,2000,0,33.00
615030,11755008,12,2948,2000,40,20.00
615054,15998464,16,3984,1000,0,21.00
615077,15998464,16,3984,1000,0,38.00
615096,7740928,32,1968,3000,0,38.00
615116,7740928,32,1968,3000,0,21.00
615140,15904256,39,3961,1000,0,18.00
615165,15904256,39,3961,1000,0,22.00
615190,15990272,18,3982,1000,0,23.00
615215,15990272,18,3982,1000,1,28.00
615238,11918848,12,2988,2000,0,34.00
615258,11918848,12,2988,2000,0,26.00
615281,11828736,34,2966,2000,0,34.00
615301,11828736,34,2966,2000,0,31.00
615322,11861504,26,2974,2000,0,34.00
615342,11861504,26,2974,2000,0,36.00
615363,7835136,9,1991,3000,0,38.00
615384,7835136,9,1991,2999,1,22.00
615408,15924736,34,3966,999,0,19.00
615432,15924736,34,3966,1000,0,20.00
615456,15904256,39,3961,1000,0,22.00
615480,15904256,39,3961,1000,1,19.00
615504,15908352,38,3962,1000,0,22.00
615528,15908352,38,3962,1000,0,11.00
615555,20016640,35,4965,0,0,6.00
615583,20016640,35,4965,0,0,24.00
615606,11828736,34,2966,2000,0,30.00
615627,11828736,34,2966,1999,0,24.00
615651,15994368,17,3983,1000,0,22.00
615674,15994368,17,3983,1000,0,29.00
615696,11828736,34,2966,1999,1,34.00
615716,11828736,34,2966,2000,0,18.00
615741,15924736,34,3966,1000,0,22.00
615765,15924736,34,3966,1000,0,29.00
615787,11918848,12,2988,2000,0,34.00
615809,11918848,12,2988,2000,0,21.00
615832,15900160,40,3960,1000,0,19.00
615856,15900160,40,3960,1000,0,11.00
