FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
218051,-704,0,0,0,11,2.00
218076,3925504,26,974,0,0,2.00
218101,4015616,4,996,0,0,1.00
218126,4015616,4,272,0,0,2.00
218151,-64000,0,0,0,1000,2.00
218176,1017344,2,264,0,734,1.00
218201,3921408,27,973,0,0,13.00
218225,-64000,0,0,1000,0,3.00
218250,3925504,26,974,0,0,2.00
218275,3925504,26,974,0,0,2.00
218300,4015616,4,996,0,0,2.00
218325,3925504,26,974,0,0,2.00
218350,4015616,4,996,0,0,2.00
218375,3925504,26,974,0,0,2.00
218400,4015616,4,996,0,0,2.00
218425,3925504,26,974,0,0,14.00
218449,-64000,0,0,1000,0,3.00
218474,4015616,4,996,0,0,13.00
218497,-64000,0,0,1000,0,4.00
218522,4015616,4,996,0,0,2.00
218547,4015616,4,996,0,0,2.00
218572,3925504,26,974,0,0,2.00
218597,4015616,4,996,0,0,11.00
218621,-64000,0,0,1000,0,5.00
218646,4015616,4,996,0,0,1.00
218671,4015616,4,996,0,0,2.00
218696,3925504,26,974,0,0,10.00
218720,-64000,0,0,1000,0,6.00
218744,4015616,4,996,0,0,2.00
218769,3925504,26,974,0,0,2.00
218794,4015616,4,996,0,0,3.00
218819,3925504,26,974,0,0,1.00
218844,4015616,4,996,0,0,3.00
218869,3925504,26,974,0,0,2.00
218894,3925504,26,974,0,0,6.93
218919,-64000,0,0,1000,0,7.92
218943,3925504,26,974,0,0,1.98
218968,4015616,4,996,0,0,2.00
218993,3925504,26,974,0,0,2.00
219018,4015616,4,996,0,0,2.00
219043,4015616,4,996,0,0,2.00
219068,4015616,4,996,0,0,2.00
219093,4015616,4,996,0,0,3.00
219118,4015616,4,996,0,0,2.00
219143,4015616,4,996,0,0,2.00
