FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
628102,-4672,0,0,0,1646,24.00
628136,15908352,38,3962,999,0,28.00
628170,15908352,38,3962,1000,0,30.00
628203,7020032,31,1792,1000,1155,11.00
628243,19987968,42,4958,0,0,12.00
628285,19987968,42,4958,0,0,9.00
628327,12365312,17,3090,289,665,39.00
628356,11914752,13,2987,2000,0,43.00
628383,11914752,13,2987,2000,0,38.00
628415,6397440,7,1761,2146,1086,42.00
628444,11824640,35,2965,2000,0,44.00
628471,11824640,35,2965,2000,0,44.00
628498,7339520,9,1870,2000,1121,25.00
628532,15908352,38,3962,1000,0,27.00
628567,15908352,38,3962,999,0,29.00
628600,13143552,33,3287,1306,374,30.00
628632,15924736,34,3966,1000,0,28.00
628666,15924736,34,3966,1000,0,29.00
628698,13983232,34,3492,387,1087,26.00
628732,15986176,19,3981,1000,0,30.00
628765,15986176,19,3981,1000,0,28.00
628797,16698880,36,4155,0,838,27.00
628831,15920640,35,3965,1000,0,30.00
628864,15920640,35,3965,1000,0,25.00
628900,8515072,31,2157,1443,1369,32.00
628932,15908352,38,3962,1000,0,30.00
628964,15908352,38,3962,1000,0,30.00
628996,16100864,31,4009,0,527,23.76
629031,15937024,31,3969,1000,0,27.00
629065,15937024,31,3969,1000,0,28.00
629099,7831040,10,1990,1000,1213,15.00
629140,20069888,22,4978,0,0,12.00
629182,20069888,22,4978,0,0,14.00
629223,20078080,20,4980,0,0,20.00
629259,15998464,16,3984,1000,0,27.00
629293,15998464,16,3984,1000,0,29.00
629326,11832832,33,2967,1700,300,33.00
629362,15928832,33,3967,1000,0,32.00
629400,15928832,33,3967,1000,0,28.00
629436,16039424,30,3994,0,976,12.00
629478,20020736,34,4966,0,0,12.00
629520,20020736,34,4966,0,0,13.00
629561,20016640,35,4965,0,0,11.00
629602,20004352,38,4962,0,0,9.00
629643,20004352,38,4962,0,0,12.00
