FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
524705,-11712,0,0,0,183,24.00
524742,7967232,8,1992,1000,0,26.00
524778,7967232,8,1992,1000,0,28.00
524814,-192000,0,0,1000,2000,8.00
524855,11956736,34,2966,0,0,7.00
524897,11956736,34,2966,0,0,6.00
524939,10617344,33,2639,125,203,26.00
524976,7877120,30,1970,1000,0,30.00
525012,7877120,30,1970,1000,0,30.00
525049,7877120,30,1970,1000,0,23.00
525083,7868928,32,1968,1000,0,26.00
525116,7868928,32,1968,999,0,26.00
525149,6877696,28,1726,1058,96,27.00
525181,7877120,30,1970,1000,0,26.00
525214,7877120,30,1970,1000,0,22.00
525248,7823872,9,1738,1000,839,24.00
525281,7967232,8,1992,1000,0,26.00
525314,7967232,8,1992,1000,0,26.00
525347,3740160,26,960,1000,1014,8.00
525389,11973120,30,2970,0,0,7.00
525431,11973120,30,2970,0,0,7.00
525473,11956736,34,2966,0,0,7.00
525515,12042752,13,2987,0,0,8.00
525556,12042752,13,2987,0,0,7.00
525597,12046848,12,2988,0,0,7.00
525639,11956736,34,2966,0,0,6.00
525681,11956736,34,2966,0,0,8.00
525723,3797504,26,974,574,1426,29.00
525760,7877120,30,1970,1000,0,22.00
525799,7877120,30,1970,1000,0,28.00
525835,11551232,12,2867,0,121,7.00
525877,12046848,12,2988,0,0,7.00
525919,12046848,12,2988,0,0,9.00
525961,11973120,30,2970,0,0,6.00
526003,11973120,30,2970,0,0,7.00
526045,11973120,30,2970,0,0,7.00
526087,8090112,9,2022,646,323,28.00
526123,7967232,8,1992,1000,0,28.00
526160,7967232,8,1992,1000,0,28.00
526196,11973120,30,2970,0,0,7.00
526238,11973120,30,2970,0,0,6.00
526279,11973120,30,2970,0,0,8.91
526320,11973120,30,2970,0,0,6.93
526362,11973120,30,2970,0,0,6.93
526404,11973120,30,2970,0,0,7.00
