FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
257946,-64,0,0,0,1,24.00
257989,-64000,0,0,1000,0,4.00
258039,3925504,26,974,0,0,3.00
258090,3925504,26,974,0,0,25.00
258133,-64000,0,0,1000,0,25.00
258177,-64000,0,0,1000,0,6.00
258226,3925504,26,974,0,0,19.00
258272,-64000,0,0,1000,0,22.00
258316,-64000,0,0,1000,0,10.00
258364,3925504,26,974,0,0,4.00
258415,4015616,4,996,0,0,3.00
258465,4015616,4,996,0,0,18.00
258510,-64000,0,0,1000,0,21.00
258555,-64000,0,0,1000,0,13.00
258603,4015616,4,996,0,0,3.00
258653,4015616,4,996,0,0,4.00
258703,4015616,4,996,0,0,3.00
258754,4015616,4,996,0,0,3.00
258804,4015616,4,996,0,0,4.00
258854,3925504,26,974,0,0,4.00
258904,3925504,26,974,0,0,11.00
258953,-64000,0,0,1000,0,15.00
258999,3925504,26,974,0,0,4.00
259049,4015616,4,996,0,0,3.00
259100,4015616,4,996,0,0,3.00
259150,3921408,27,973,0,0,11.00
259198,-64000,0,0,1000,0,24.00
259241,-64000,0,0,1000,0,18.00
259287,3925504,26,974,0,0,3.00
259338,4015616,4,996,0,0,3.00
259388,4015616,4,996,0,0,4.00
259438,4015616,4,996,0,0,4.00
259489,4015616,4,996,0,0,8.00
259537,-64000,0,0,1000,0,21.00
259582,4015616,4,996,0,0,4.00
259632,4015616,4,996,0,0,3.00
259682,4015616,4,996,0,0,4.00
259732,3925504,26,974,0,0,6.00
259781,-64000,0,0,1000,0,23.00
259826,4015616,4,996,0,0,3.00
259876,4015616,4,996,0,0,3.00
259926,4015616,4,996,0,0,3.00
259976,3925504,26,974,0,0,4.00
260027,4015616,4,996,0,0,3.00
260077,4015616,4,996,0,0,4.00
