FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
433387,-1728,0,0,0,27,15.00
433411,3951616,4,996,1000,0,15.00
433434,3951616,4,996,1000,0,17.00
433457,-128000,0,0,1000,1000,4.00
433482,7941120,30,1970,0,0,4.00
433507,7941120,30,1970,0,0,3.00
433532,4049920,4,1020,0,976,15.00
433556,3947520,5,995,1000,0,17.00
433579,3947520,5,995,1000,0,18.00
433601,3951616,4,996,1000,0,16.00
433625,3951616,4,996,1000,0,18.00
433648,3951616,4,996,1000,0,17.00
433671,3951616,4,996,1000,0,5.00
433697,8031232,8,1992,0,0,3.00
433722,8031232,8,1992,0,0,3.00
433747,4897792,6,1227,301,466,24.00
433768,-128000,0,0,2000,0,29.00
433788,-128000,0,0,1999,0,29.00
433808,-128000,0,0,1212,788,5.00
433833,7941120,30,1970,0,0,3.00
433858,7941120,30,1970,0,0,3.00
433883,7277568,30,1808,0,162,17.00
433907,3951616,4,996,1000,0,16.00
433930,3951616,4,996,1000,0,17.00
433953,3951616,4,996,1000,0,24.00
433974,-128000,0,0,2000,0,30.00
433995,-128000,0,0,2000,0,29.00
434016,-128000,0,0,2000,1,4.00
434041,7941120,30,1970,0,0,2.97
434066,7941120,30,1970,0,0,3.00
434091,7941120,30,1970,0,0,14.00
434114,3951616,4,996,1000,0,17.00
434138,3951616,4,996,1000,1,17.00
434161,3951616,4,996,1000,1001,16.00
434185,3951616,4,996,1000,0,18.00
434208,3951616,4,996,1000,0,17.00
434231,-128000,0,0,1000,1000,5.00
434256,8031232,8,1992,0,0,4.00
434281,8031232,8,1992,0,0,3.00
434306,7244800,8,1800,0,192,18.00
434329,3951616,4,996,1000,0,16.00
434352,3951616,4,996,1000,0,16.00
434376,3951616,4,996,1000,0,26.00
434397,-128000,0,0,1999,0,30.00
434417,-128000,0,0,2000,0,30.00
