FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
384984,-512,0,0,0,8,15.00
385015,3951616,4,996,1000,0,4.00
385046,8031232,4,1020,0,976,5.00
385077,7932928,8,1968,0,24,4.00
385108,7744512,30,1922,0,48,29.00
385133,-128000,0,0,2000,0,15.00
385162,3951616,4,996,1000,0,14.00
385192,3947520,5,995,1000,0,19.00
385218,3861504,26,974,1000,0,17.00
385245,3951616,4,996,1000,0,19.00
385274,3951616,4,996,1000,0,8.00
385304,8031232,8,1992,0,0,23.00
385330,-128000,0,0,2000,0,30.00
385355,-128000,0,0,2000,0,20.00
385381,3861504,26,974,1000,0,9.00
385410,7941120,30,1970,0,0,5.00
385441,7941120,30,1970,0,0,19.00
385469,-128000,0,0,2000,0,16.00
385497,7957504,26,1974,0,0,4.00
385528,7941120,30,1970,0,0,15.00
385556,-128000,0,0,2000,0,23.00
385582,3951616,4,996,1000,0,19.00
385610,3861504,26,974,1000,0,12.00
385637,7957504,26,1974,0,0,13.00
385666,-128000,0,0,2000,0,22.00
385693,7941120,30,1970,0,0,6.93
385723,3951616,4,996,1000,0,17.00
385752,8031232,8,1992,0,0,3.96
385783,7937024,31,1969,0,0,8.00
385813,3861504,26,974,1000,0,17.00
385841,3951616,4,996,1000,0,20.00
385869,3861504,26,974,1000,0,17.00
385895,8031232,8,1992,0,0,5.00
385927,7941120,30,1970,0,0,5.00
385957,-128000,0,0,2000,0,29.00
385982,8031232,8,1992,0,0,5.00
386013,7941120,30,1970,0,0,4.00
386044,3951616,4,996,1000,0,19.00
386072,3951616,4,996,923,77,20.00
386101,4746240,5,1190,385,420,20.00
386128,3861504,26,974,0,1000,4.00
386159,5897216,27,1471,0,502,4.00
386191,7941120,30,1970,0,0,4.00
386222,6818816,29,1696,67,208,20.00
386247,3861504,26,974,1000,0,17.00
