FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
624089,-64,0,0,0,1,14.00
624099,11845120,30,2970,2000,0,13.00
624109,11845120,30,2970,2000,0,16.00
624118,11845120,30,2970,2000,0,5.94
624128,19987968,42,4958,0,0,4.00
624139,19987968,42,4958,0,0,2.00
624149,12201472,14,3057,0,1929,10.00
624159,11845120,30,2970,2000,0,14.85
624169,11845120,30,2970,2000,0,16.00
624178,7544320,29,1920,2000,2233,5.00
624189,19992064,41,4959,0,0,3.00
624199,19992064,41,4959,0,0,2.97
624209,16473600,36,4100,0,864,11.00
624219,15904256,39,3961,1000,0,8.91
624230,15904256,39,3961,1000,0,11.00
624239,12676608,34,3173,1000,793,3.96
624250,20004352,38,4962,0,0,3.00
624260,20004352,38,4962,0,0,3.00
624271,18796032,36,4667,0,297,10.00
624281,15941120,30,3970,1000,0,10.00
624291,15941120,30,3970,1000,0,9.00
624301,15937024,30,3969,1000,1,13.00
624311,11845120,30,2970,2000,0,16.00
624320,11845120,30,2970,2000,0,16.00
624330,11832832,30,2967,2000,3,16.00
624339,11828736,34,2966,2000,0,15.00
624349,11828736,34,2966,2000,0,14.00
624358,7806464,17,1984,2007,992,9.00
624368,15924736,34,3966,1000,0,9.00
624378,15924736,34,3966,1000,0,10.00
624389,15683072,34,3907,1000,59,19.00
624398,7749120,30,1970,3000,0,20.00
624407,7749120,30,1970,3000,0,22.00
624416,6950400,29,1775,2999,197,14.00
624425,11828736,34,2966,2000,0,16.00
624435,11828736,34,2966,2000,0,17.00
624444,7839232,8,1992,2000,1000,5.00
624455,20004352,38,4962,0,0,3.00
624465,20004352,38,4962,0,0,4.00
624476,16547328,35,4118,0,847,17.00
624485,7835136,9,1991,3000,0,20.00
624494,7835136,9,1991,3000,0,17.00
624503,3759616,4,996,3000,1000,14.00
624513,11918848,12,2988,2000,0,14.00
624522,11918848,12,2988,2000,0,17.00
