FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
232733,-64,0,0,0,1,47.00
232826,-64000,0,0,1000,0,5.00
232951,4015616,4,996,0,0,8.00
233077,4015616,4,996,0,0,7.00
233201,3925504,26,974,0,0,8.00
233327,4015616,4,996,0,0,6.00
233452,4015616,4,996,0,0,37.00
233555,-64000,0,0,1000,0,10.00
233679,3925504,26,974,0,0,46.00
233776,-64000,0,0,1000,0,13.00
233897,3925504,26,974,0,0,8.00
234022,4015616,4,996,0,0,7.00
234146,3925504,26,974,0,0,8.00
234271,4015616,4,996,0,0,8.00
234395,4015616,4,996,0,0,8.00
234519,4015616,4,996,0,0,8.00
234644,4015616,4,996,0,0,39.00
234743,-64000,0,0,999,1,47.00
234840,-64000,0,0,1000,0,18.00
234963,4015616,4,996,0,0,8.00
235088,3925504,26,974,0,0,37.00
235191,-64000,0,0,999,1,22.00
235309,4015616,4,996,0,0,30.00
235418,-64000,0,0,1000,0,45.00
235514,-64000,0,0,1000,0,28.00
235623,3925504,26,974,0,0,8.00
235749,4015616,4,996,0,0,21.00
235863,-64000,0,0,1000,0,34.00
235967,4015616,4,996,0,0,8.00
236093,4015616,4,996,0,0,7.00
236215,3921408,27,973,0,0,21.00
236331,-64000,0,0,1000,0,38.00
236431,3925504,26,974,0,0,8.00
236557,3925504,26,974,0,0,17.00
236674,-64000,0,0,999,0,42.00
236772,4015616,4,996,0,0,7.00
236898,4015616,4,996,0,0,14.00
237018,-64000,0,0,1000,0,48.00
237111,-64000,0,0,1000,0,46.00
237205,4015616,4,996,0,0,8.00
237331,-64000,0,0,1000,0,51.00
237421,4015616,4,996,0,0,6.00
237546,4015616,4,996,0,0,8.00
237671,1791488,2,453,544,89,53.00
237762,-64000,0,0,999,1,8.00
