FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
490011,-512,0,0,0,10,12.00
490028,7893504,26,1974,1000,0,10.00
490045,7893504,26,1974,1000,0,15.00
490062,7877120,30,1970,1000,0,13.00
490079,7877120,30,1970,1000,0,13.00
490096,7893504,26,1974,1000,0,12.00
490113,7893504,26,1974,1000,0,5.00
490130,11956736,34,2966,0,0,3.00
490148,11956736,34,2966,0,0,12.00
490165,7967232,8,1992,1000,0,14.00
490182,7967232,8,1740,1000,98,5.00
490200,12046848,12,2988,0,0,4.00
490218,12046848,12,2988,0,0,13.00
490235,7967232,8,1992,999,0,12.00
490252,4936192,5,1252,1000,744,5.00
490270,11952640,35,2965,0,0,3.00
490288,9548288,33,2378,0,589,20.00
490303,3883520,5,995,2000,0,24.00
490319,-192000,0,0,2000,1000,12.00
490336,7967232,8,1992,1000,0,13.00
490353,5927424,6,1494,1000,365,5.00
490371,11973120,30,2970,0,0,4.00
490389,11973120,29,2960,0,12,3.00
490407,11973120,30,2970,0,0,3.00
490424,10744320,30,2670,0,300,20.00
490440,3887616,4,996,2000,0,24.00
490455,3707392,4,952,2000,44,16.00
490472,7967232,8,1992,1000,0,15.00
490489,7967232,8,1992,1000,0,5.00
490507,11952640,35,2965,0,0,3.00
490525,11952640,35,2965,0,0,5.00
490543,11956736,34,2966,0,0,3.00
490561,11956736,34,2966,0,0,21.00
490576,3797504,26,974,2000,0,24.00
490592,3797504,26,974,2000,0,6.00
490610,11973120,30,2970,0,0,3.00
490628,11973120,30,2970,0,0,14.00
490645,7877120,30,1970,1000,0,13.00
490662,7877120,30,1970,1000,0,19.00
490678,3887616,4,996,2000,0,23.00
490693,3887616,4,996,2000,0,14.00
490710,7967232,8,1992,1000,0,14.00
490727,7967232,8,1992,1000,0,20.00
490743,3797504,26,974,1999,0,21.00
490759,3797504,26,974,2000,0,9.00
