FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
621896,-448,0,0,0,7,11.00
621903,11828736,34,2966,2000,0,11.00
621910,11828736,34,2966,2000,0,13.00
621917,11320832,34,2842,2000,124,11.00
621925,11845120,30,2970,2000,0,13.00
621931,11845120,30,2970,2000,0,11.00
621939,11845120,30,2970,2000,0,8.00
621946,15924736,34,3966,1000,0,7.00
621954,15924736,34,3966,1000,0,8.00
621961,15924736,34,3966,1000,0,9.00
621968,15908352,38,3962,1000,0,7.00
621976,15908352,38,3962,1000,0,7.00
621983,15908352,38,3962,1000,0,15.00
621990,7839232,8,1992,3000,0,16.00
621997,7839232,8,1992,3000,0,17.00
622004,7839232,8,1992,3000,0,9.00
622011,15998464,16,3984,1000,0,7.00
622018,15998464,16,3984,1000,0,6.00
622026,15998464,16,3984,1000,0,14.00
622033,7749120,30,1970,3000,0,18.00
622040,7749120,30,1970,3000,0,17.00
622046,7749120,30,1970,3000,1001,10.00
622054,11828736,34,2966,2000,0,12.00
622061,11828736,34,2966,2000,0,12.00
622068,11841024,31,2969,1999,0,14.00
622075,7749120,30,1970,3000,0,19.00
622081,7749120,30,1970,3000,0,18.00
622088,7749120,30,1970,3000,0,9.00
622096,15998464,16,3984,1000,0,7.00
622103,15998464,16,3984,1000,0,6.00
622110,15998464,16,3984,1000,0,9.00
622118,15908352,38,3962,1000,0,7.00
622125,15908352,38,3962,1000,0,7.00
622133,15908352,38,3962,1000,0,5.00
622140,20004352,38,4962,0,0,2.00
622148,20004352,38,4962,0,0,3.00
622156,18923008,36,4443,0,521,5.00
622163,20004352,38,4962,0,0,2.00
622171,20004352,38,4962,0,0,2.00
622178,20004352,38,4962,0,0,15.00
622185,7765504,26,1974,3000,0,18.00
622192,7765504,26,1974,3000,0,17.00
622199,5848576,26,1506,3000,553,15.00
622206,7749120,30,1970,3000,0,16.00
622213,7749120,30,1970,3000,0,16.00
