FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
594170,-2176,0,0,0,34,5.00
594180,19987968,42,4958,0,0,9.00
594190,15904256,39,3961,1000,0,9.00
594200,11820544,12,2964,1000,1024,7.00
594210,19955200,42,4950,0,8,14.00
594220,11828736,34,2885,2000,81,14.00
594230,11828736,34,2966,2000,0,8.00
594240,15908352,38,3962,1000,0,9.00
594250,15920640,35,3965,1000,1,17.00
594259,4800000,6,1250,3000,744,10.00
594269,15937024,31,3969,1000,0,10.00
594279,15973888,16,3978,1000,6,14.00
594289,11824640,35,2965,2000,0,12.00
594299,11861504,26,2974,2000,0,9.00
594309,19987968,42,4958,0,0,12.00
594318,11828736,34,2966,2000,0,9.00
594328,19987968,42,4958,0,0,5.00
594339,20000256,39,4961,0,0,10.00
594349,11918848,12,2988,2000,0,13.00
594358,15908352,38,3962,1000,0,11.00
594368,11828736,34,2966,2000,0,12.00
594378,20020736,34,4966,0,0,7.00
594388,15941120,30,3970,1000,0,11.00
594398,11828736,34,2966,1999,1,13.00
594408,11841024,31,2969,2000,0,13.00
594418,15941120,30,3970,1000,0,9.00
594428,11845120,30,2970,2000,0,13.00
594437,20020736,34,4966,0,0,6.00
594448,15941120,30,3970,1000,0,8.00
594458,20016640,35,4965,0,0,10.00
594468,11828736,34,2966,2000,0,11.00
594478,19992064,41,4959,0,0,10.00
594488,15998464,16,3984,999,1,7.92
594498,11914752,13,2987,1311,689,10.89
594508,16649728,34,4143,0,823,9.00
594518,8728064,30,2209,2000,761,12.00
594528,15916544,36,3964,1000,0,8.00
594538,15957504,26,3974,1000,0,9.00
594548,15908352,38,3962,1000,0,9.00
594558,19983872,43,4957,0,0,5.00
594569,13381120,36,3345,1027,592,16.00
594578,8642048,30,2188,2000,782,13.00
594588,15990272,18,3982,1000,0,8.00
594598,11824640,35,2965,1933,67,14.00
594608,5848576,6,1506,2000,1488,14.00
