FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
401837,-256,0,0,0,4,3.00
401849,7941120,30,1970,0,0,1.00
401862,7941120,30,1970,0,0,3.00
401874,7957504,26,1974,0,0,1.00
401887,7957504,26,1974,5,1954,3.00
401899,7941120,30,1970,0,0,1.00
401912,4291584,26,1079,0,895,7.00
401924,3951616,4,996,1000,0,9.00
401936,-128000,0,0,1000,1000,3.00
401949,8031232,8,1992,0,0,2.00
401961,6986752,7,1737,0,256,2.00
401974,7937024,31,1969,0,0,2.00
401986,7941120,30,1970,0,0,7.00
401998,3951616,4,996,1000,0,9.00
402011,-107520,1,5,1000,994,9.00
402023,3861504,26,974,1000,0,10.00
402035,3566592,26,902,1000,72,14.00
402046,-128000,0,0,2000,0,17.00
402057,-128000,0,0,2000,0,3.00
402070,8031232,8,1992,0,0,2.00
402082,8031232,8,1992,0,0,2.00
402095,8031232,8,1992,0,0,2.00
402108,8031232,8,1992,0,0,2.00
402120,7941120,30,1970,0,0,2.00
402133,7941120,30,1970,0,0,10.00
402145,3861504,26,974,1000,0,9.00
402157,3861504,26,974,1000,0,3.00
402170,7941120,30,1970,0,0,1.00
402182,7941120,30,1970,0,0,3.00
402195,8031232,8,1992,0,0,2.00
402207,8031232,8,1992,0,0,13.00
402219,-128000,0,0,2000,0,16.00
402230,-128000,0,0,2000,0,4.00
402243,7957504,26,1974,0,0,1.00
402255,7957504,26,1974,0,0,8.00
402267,3861504,26,974,1000,0,10.00
402279,3861504,26,974,1000,0,3.00
402292,7941120,30,1970,0,0,1.00
402304,7941120,30,1970,0,0,2.97
402317,8027136,9,1991,0,0,1.00
402330,8027136,9,1991,0,0,8.00
402342,3951616,4,996,1000,0,8.00
402354,3951616,4,996,1000,106,10.89
402366,3861504,26,974,1000,1,8.91
402378,3861504,26,974,1000,0,1.98
