FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
607910,-64,0,0,1,999,29.00
607929,7749120,30,1970,2999,0,36.00
607945,-320000,0,0,3000,2000,9.00
607965,19987968,42,4958,0,0,6.00
607986,19926528,42,4943,0,15,25.00
608004,11914752,13,2987,2000,0,25.00
608021,8982016,9,2271,2000,720,15.00
608041,15908352,38,3962,999,1,15.00
608061,15867392,38,3952,1000,10,15.00
608080,15982080,20,3980,1000,0,18.00
608100,9756160,11,2460,1000,529,8.00
608121,19987968,42,4958,0,0,7.00
608142,16776704,39,4174,0,787,7.00
608162,19987968,42,4958,0,0,7.00
608182,16571904,20,4124,0,856,16.00
608202,15994368,17,3983,1000,0,20.00
608221,12967424,35,3244,1000,721,8.00
608242,20000256,39,4961,0,0,6.00
608263,15293952,35,3812,0,1153,25.00
608281,11828736,34,2966,2000,0,31.00
608297,8592896,30,2176,2000,794,15.00
608317,15924736,34,3966,1000,0,19.00
608337,12606976,31,3156,1000,813,9.00
608357,19987968,42,4958,0,0,6.00
608378,13032960,37,4010,0,952,16.00
608398,15904256,39,3961,1000,0,18.00
608417,12512768,35,3853,1000,48,19.00
608437,15924736,34,3966,1000,0,16.00
608456,15945216,26,3971,1000,3,21.00
608474,11845120,30,2970,1999,0,28.00
608492,10092032,30,2542,2114,314,25.00
608510,15924736,34,3966,999,0,19.00
608530,15429120,34,3845,1000,121,22.00
608548,11914752,13,2987,2000,0,27.00
608565,7839232,8,1992,2000,1000,21.00
608583,11910656,14,2986,2000,0,28.00
608601,11341312,14,2847,1999,140,21.00
608620,15998464,16,3984,1000,0,16.00
608639,15998464,16,3984,1000,0,13.00
608659,15908352,38,3962,1000,0,19.00
608678,15908352,38,3962,1000,0,26.00
608696,11828736,34,2966,2000,0,29.00
608713,11828736,32,1994,2000,976,13.00
608733,19987968,42,4958,0,0,6.00
608754,19987968,42,4958,0,0,13.00
