FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
519521,-64,0,0,0,1,17.00
519546,7877120,30,1970,1000,0,18.00
519570,7877120,30,1970,1000,0,17.00
519594,1516032,2,417,1000,1560,6.00
519622,11973120,30,2970,0,0,5.00
519650,11973120,30,2970,0,0,5.00
519677,11989504,26,2974,0,0,4.00
519705,11989504,26,2974,0,0,4.00
519733,11989504,26,2974,0,0,6.00
519761,11166208,30,2899,0,71,5.00
519789,11956736,34,2966,0,0,5.00
519817,11956736,34,2966,0,0,5.00
519845,11289088,34,2803,0,163,17.00
519870,7963136,9,1991,1000,0,20.00
519896,7963136,9,1991,1000,0,20.00
519921,7889408,26,1973,1000,1,6.00
519948,11973120,30,2970,0,0,4.00
519976,11973120,30,2970,0,0,6.00
520004,5595648,26,1413,0,1561,5.00
520032,11956736,34,2966,0,0,5.00
520060,11956736,34,2966,0,0,5.00
520087,9359872,34,2332,148,486,32.00
520109,3887616,4,996,2000,0,29.00
520132,3887616,4,996,2000,0,32.00
520153,2085376,3,556,2185,256,21.00
520179,7873024,31,1969,1000,0,22.00
520204,7873024,31,1969,1000,0,20.00
520230,7873024,31,1969,1000,0,16.00
520255,7893504,26,1974,1000,0,19.00
520278,7893504,26,1974,1000,0,20.00
520302,-192000,0,0,1000,2000,18.00
520326,7877120,30,1970,1000,0,20.00
520349,7877120,30,1970,1000,0,17.00
520374,3289600,27,1009,999,123,28.00
520396,3887616,4,996,2000,1,32.00
520417,3887616,4,996,2000,0,31.00
520438,3797504,26,974,1999,0,17.00
520462,7893504,26,1974,1000,0,17.00
520487,7893504,26,1974,1000,0,20.00
520510,7655936,30,1916,1000,54,20.00
520536,7963136,9,1991,1000,0,20.00
520561,7963136,9,1991,1000,0,21.00
520586,7877120,30,1970,1000,0,5.00
520614,11969024,31,2969,0,0,5.00
520642,11969024,31,2969,0,0,6.00
