FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
528752,-64,0,0,0,569,31.00
528801,7877120,30,1970,1000,0,35.00
528846,7877120,30,1970,1000,0,36.00
528891,4559360,26,1160,1000,218,31.00
528944,7963136,9,1991,1000,0,35.00
528988,7963136,9,1991,1000,1,30.00
529040,7877120,30,1970,1000,0,41.00
529088,3797504,26,974,2000,0,53.00
529123,3797504,26,974,2000,0,49.00
529163,3797504,26,974,2000,0,30.00
529212,7893504,26,1974,1000,0,33.00
529259,7893504,26,1974,1000,0,34.00
529304,6439424,26,1619,1231,124,34.00
529348,7967232,8,1992,1000,0,32.00
529395,7967232,8,1992,1000,0,34.00
529439,7967232,8,1992,1000,0,11.00
529502,11969024,31,2969,0,0,11.00
529565,11969024,31,2969,0,0,10.00
529627,11969024,31,2969,0,0,10.00
529689,11952640,35,2965,0,0,9.00
529752,11952640,35,2965,0,0,11.00
529814,11969024,31,2969,0,0,34.00
529859,7877120,30,1970,1000,0,36.00
529903,7877120,30,1970,1000,0,31.00
529952,6394368,30,1608,1173,189,35.00
529997,7967232,8,1992,999,1,32.00
530044,7967232,8,1992,1000,0,33.00
530089,6496768,7,1633,1242,118,45.00
530126,3879424,6,994,2000,0,47.00
530163,3879424,6,994,2000,0,51.00
530200,3879424,6,796,2000,199,36.00
530245,7877120,30,1970,1000,1,33.00
530292,7877120,30,1970,1000,0,35.00
530337,7877120,30,1870,1000,100,32.00
530385,7877120,30,1970,1000,1,36.00
530428,7877120,30,1970,1000,0,35.00
530473,7877120,30,1970,999,0,10.00
530536,11956736,34,2966,0,0,11.00
530598,11956736,34,2966,0,0,10.00
530660,9802240,33,2938,0,29,31.00
530706,7963136,9,1991,1000,0,33.00
530751,7963136,9,1991,1000,0,33.00
530795,6640128,8,1668,1183,141,36.00
530842,7967232,8,1992,1000,0,32.00
530890,7967232,8,1992,1000,0,36.00
