FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
491299,-64,0,0,0,1,10.00
491308,3887616,4,996,2000,0,12.00
491316,-192000,0,0,2000,1000,3.00
491325,11956736,34,2966,0,0,2.00
491334,11956736,34,2966,0,0,3.00
491343,12042752,13,2987,0,0,1.00
491352,12042752,13,2987,0,0,10.00
491360,3797504,26,974,2000,1,14.00
491368,3797504,26,974,2000,0,7.00
491377,7967232,8,1992,1000,0,8.00
491386,7967232,8,1992,1000,0,6.00
491395,7877120,30,1970,1000,0,7.00
491403,7877120,30,1970,1000,0,9.00
491412,7877120,30,1970,1000,0,7.00
491421,7877120,30,1970,1000,0,6.00
491430,7877120,30,1970,1000,0,7.00
491438,7877120,30,1970,1000,0,3.00
491447,11989504,26,2974,0,0,2.00
491456,11989504,26,2974,0,0,6.00
491465,7893504,26,1974,1000,0,7.00
491474,7893504,26,1974,1000,0,8.00
491482,7877120,30,1970,1000,0,7.00
491491,7877120,30,1970,1000,0,7.00
491500,7967232,8,1992,1000,0,7.00
491509,7967232,8,1992,1000,0,4.00
491518,11952640,35,2965,0,0,2.00
491527,11952640,35,2965,0,0,6.00
491535,7877120,30,1970,1000,0,7.00
491544,7877120,30,1970,1000,0,4.00
491553,12046848,12,2988,0,0,2.00
491562,12046848,12,2988,0,0,3.00
491571,11973120,30,2970,0,0,2.00
491580,11973120,30,2970,0,0,5.00
491589,7877120,30,1970,1000,0,8.00
491598,7877120,30,1970,1000,0,3.00
491607,11989504,26,2974,0,0,2.00
491616,11989504,26,2974,0,0,10.00
491624,3887616,4,996,2000,0,13.00
491632,3887616,4,996,2000,0,5.00
491641,11956736,34,2966,0,0,2.00
491650,11956736,34,2966,0,0,12.00
491658,-192000,0,0,3000,0,18.00
491666,-192000,0,0,3000,0,5.00
491675,11956736,34,2966,0,0,2.00
491684,11956736,34,2966,0,0,4.00
