FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
517835,-64,0,0,0,1,23.00
517873,7967232,8,1992,1000,0,22.77
517911,7967232,8,1992,1000,0,27.00
517948,37376,2,56,1000,1942,25.00
517982,7889408,27,1973,1000,0,25.00
518015,7889408,27,1973,1000,0,25.00
518048,6803968,8,1708,1000,284,8.00
518090,12046848,12,2988,0,0,7.00
518131,12046848,12,2988,0,0,7.00
518173,11969024,31,2969,0,0,8.00
518215,11981312,28,2972,0,0,7.00
518256,11981312,28,2972,0,0,7.00
518298,8344064,26,2084,426,464,25.00
518331,7877120,30,1970,1000,0,27.00
518364,7877120,30,1970,1000,0,27.00
518397,6533632,30,1642,189,1139,28.00
518434,7967232,8,1992,999,1,29.00
518470,7967232,8,1992,1000,0,26.00
518506,7868928,8,1968,1000,24,26.73
518543,7967232,8,1992,1000,0,30.00
518580,7967232,8,1992,1000,0,28.00
518617,6152704,28,1549,1422,78,27.00
518649,7873024,31,1969,1000,0,23.00
518684,7873024,31,1969,1000,0,27.00
518717,7963136,9,1991,1000,0,8.00
518759,12046848,12,2988,0,0,7.00
518801,12046848,12,2988,0,0,8.00
518842,7967232,8,1992,0,1000,7.00
518884,11956736,34,2966,0,0,7.00
518926,11956736,34,2966,0,0,8.00
518968,11911680,32,2955,0,6,7.00
519009,11973120,30,2970,0,0,7.00
519051,11973120,30,2970,0,0,7.00
519093,10338816,26,2571,156,275,36.00
519123,3797504,26,974,2000,1,42.00
519150,3797504,26,974,2000,0,38.00
519179,3887616,4,996,2000,0,8.00
519221,11973120,30,2970,0,0,6.00
519261,11973120,30,2970,0,0,8.00
519303,11973120,30,2970,0,0,8.00
519345,11956736,34,2966,0,0,7.00
519386,11956736,34,2966,0,0,7.00
519428,7877120,30,1970,685,315,37.00
519460,3879424,6,994,2000,0,43.00
519489,3879424,6,994,1999,1,42.00
