FullScans,GeneralProfit,PagesShared,TotalPagesShared,PagesNotShared,PagesVolatile,KSM_CPU
621413,-192,0,0,0,130,6.00
621424,20078080,20,4980,0,0,3.00
621435,20078080,20,4980,0,0,3.00
621447,7642624,8,1944,0,2642,15.00
621457,11906560,15,2985,2000,0,15.00
621468,11906560,15,2985,2000,0,14.00
621478,4943360,6,1285,2000,1709,15.00
621489,11914752,13,2987,2000,0,18.00
621499,11914752,13,2987,2000,0,17.00
621509,7187968,9,1833,2000,1158,18.00
621520,7745024,31,1969,3000,0,26.00
621529,7745024,31,1969,3000,0,24.00
621539,6995456,31,1786,3000,183,28.00
621548,-320000,0,0,5000,0,35.00
621557,-320000,0,0,5000,0,31.00
621566,-320000,0,0,5000,1,8.00
621577,20004352,38,4962,0,0,3.00
621589,20004352,38,4962,0,0,4.00
621600,20004352,38,4962,0,0,4.00
621612,20004352,38,4962,0,0,3.00
621623,20004352,38,4962,0,0,3.00
621634,20004352,38,4962,0,0,22.00
621644,7835136,9,1991,3000,0,23.76
621654,7835136,9,1991,3000,0,23.00
621663,7835136,9,1991,3000,0,10.00
621674,15904256,39,3961,1000,0,11.00
621685,15904256,39,3961,1000,0,10.00
621696,15904256,39,3961,1000,0,11.00
621707,15924736,34,3966,1000,0,11.00
621718,15924736,34,3966,1000,0,9.00
621729,11845120,30,2970,1000,1000,13.00
621740,15994368,17,3983,1000,0,10.00
621751,15994368,17,3983,1000,0,11.00
621762,15994368,17,3983,1000,0,11.00
621773,15900160,40,3960,1000,0,9.00
621784,15900160,40,3960,1000,0,10.00
621795,13307392,16,3327,1000,657,16.00
621806,11845120,30,2970,2000,0,18.00
621817,11845120,30,2970,2000,0,18.00
621827,7613952,29,1863,2000,1108,6.00
621838,20004352,38,4962,0,0,4.00
621849,20004352,38,4962,0,0,3.00
621861,17296896,38,4301,0,661,11.00
621872,15994368,17,3983,1000,0,10.00
621883,15994368,17,3983,1000,1,7.00
